;Nama;Tanggal;X;Y;Lon;Lat;Sigma0_VH_db;Sigma0_VV_db;Class
7456;pin_6893;101119;142.5;166.5;1.165.381.761;-8.382.847.285;-10.071.951;-31.303.163;Non Bawang Putih
7458;pin_7444;101119;55.5;180.5;1.165.304.714;-8.384.317.351;-6.863.893;-2.594.297;Non Bawang Putih
7459;pin_4452;101119;1.861.860.288;2.694.447.677;1.165.416.939;-8.370.365.611;-13.813.425;-10.792.267;Non Bawang Putih
7461;pin_5778;101119;225.5;228.5;116.545.726;-8.388.122.182;-9.575.096;-41.743.464;Non Bawang Putih
7462;pin_5081;101119;1.981.860.226;5.494.447.564;1.165.428.357;-8.372.815.142;-14.231.908;-1.037.634;Non Bawang Putih
7464;pin_6577;101119;59.5;66.5;1.165.305.257;-8.374.204.535;-4.698.005;28.774.166;Non Bawang Putih
7466;pin_7284;101119;138.5;182.5;1.165.378.625;-8.384.275.663;-9.954.894;-22.990.515;Non Bawang Putih
7468;pin_8224;101119;104.5;100.5;1.165.346.199;-837.709.892;-14.916.871;-8.746.198;Non Bawang Putih
7472;pin_5636;101119;201.5;217.5;1.165.435.613;-8.387.210.835;-13.104.837;-32.569.177;Non Bawang Putih
7474;pin_4260;101119;1.781.860.333;2.094.447.739;1.165.409.662;-836.985.501;-15.395.236;-10.258.792;Non Bawang Putih
7475;pin_5723;101119;229.5;224.5;1.165.460.714;-8.387.757.171;-26.985.438;28.453.748;Non Bawang Putih
7477;pin_5216;101119;2.011.860.203;4.094.447.558;1.165.430.656;-8.371.566.659;-14.969.265;-45.384.784;Non Bawang Putih
7479;pin_4913;101119;1.921.860.259;4.894.447.612;116.542.286;-8.372.299.281;-14.370.186;-9.438.456;Non Bawang Putih
7481;pin_4418;101119;1.781.860.335;2.594.447.734;1.165.409.794;-8.370.298.076;-15.721.678;-10.209.738;Non Bawang Putih
7482;pin_6029;101119;223.5;175.5;1.165.454.075;-8.383.431.047;-12.437.205;-31.100.879;Non Bawang Putih
7483;pin_5413;101119;280.5;22.5;1.165.500.741;-8.369.723.189;-9.530.739;-52.629.194;Non Bawang Putih
7487;pin_8330;101119;100.5;104.5;1.165.342.746;-8.377.463.922;-15.790.901;-7.288.981;Non Bawang Putih
7488;pin_4292;101119;1.861.860.286;2.194.447.682;1.165.416.807;-8.369.922.546;-16.820.913;-11.077.291;Non Bawang Putih
7489;pin_4921;101119;1.841.860.307;4.894.447.668;1.165.415.741;-8.372.320.366;-12.684.375;-78.291.335;Non Bawang Putih
7490;pin_5725;101119;227.5;224.5;1.165.458.934;-8.387.762.454;-22.237.475;27.023.067;Non Bawang Putih
7494;pin_6181;101119;218.5;167.5;1.165.449.414;-8.382.735.352;-10.445.792;0.4920767;Non Bawang Putih
7495;pin_5169;101119;2.051.860.185;5.594.447.514;1.165.434.613;-8.372.885.302;-13.261.809;-8.966.137;Non Bawang Putih
7498;pin_4981;101119;1.821.860.319;509.444.768;1.165.414.015;-8.372.502.863;-12.750.032;-8.676.929;Non Bawang Putih
7500;pin_5352;101119;235.5;9.5;1.165.460.356;-8.368.689.867;-14.466.215;-571.534;Non Bawang Putih
7503;pin_6962;101119;142.5;169.5;116.538.184;-8.383.113.127;-9.291.773;-17.171.606;Non Bawang Putih
7506;pin_7939;101119;105.5;69.5;1.165.346.269;-8.374.349.215;-14.091.789;-8.972.167;Non Bawang Putih
7508;pin_5208;101119;1.931.860.251;4.094.447.614;1.165.423.538;-8.371.587.744;-12.828.077;-7.597.181;Non Bawang Putih
7511;pin_5343;101119;235.5;7.5;1.165.460.304;-8.368.512.644;-14.456.467;-66.050.715;Non Bawang Putih
7512;pin_6392;101119;131.5;2.5;1.165.367.632;-836.834.354;-8.224.099;0.1590672;Non Bawang Putih
7514;pin_4252;101119;1.851.860.291;209.444.769;116.541.589;-8.369.836.568;-17.004.168;-10.065.779;Non Bawang Putih
7517;pin_7439;101119;72.5;179.5;1.165.319.816;-8.384.183.908;-7.777.378;-23.951.578;Non Bawang Putih
7518;pin_8028;101119;100.5;79.5;1.165.342.084;-837.524.854;-14.907.073;-78.992.257;Non Bawang Putih
7519;pin_7981;101119;106.5;77.5;1.165.347.371;-8.375.055.501;-13.322.002;-8.845.212;Non Bawang Putih
7521;pin_5041;101119;1.801.860.332;5.294.447.692;1.165.412.288;-837.268.536;-13.565.362;-6.993.569;Non Bawang Putih
7523;pin_4355;101119;1.851.860.289;1.394.447.697;1.165.415.705;-8.369.216.277;-14.103.478;-1.034.621;Non Bawang Putih
7524;pin_4387;101119;1.711.860.376;2.494.447.784;1.165.403.539;-8.370.227.906;-14.639.759;-7.605.023;Non Bawang Putih
7526;pin_7551;101119;132.5;44.5;1.165.369.633;-8.372.062.714;-162.526;-7.660.493;Non Bawang Putih
7536;pin_6608;101119;71.5;62.5;1.165.315.829;-8.373.818.466;-71.050.434;-0.87876856;Non Bawang Putih
7537;pin_5392;101119;277.5;16.5;1.165.497.912;-8.369.199.436;-10.539.984;-57.995.477;Non Bawang Putih
7538;pin_6648;101119;67.5;67.5;1.165.312.402;-8.374.272.082;-7.515.716;-15.755.222;Non Bawang Putih
7541;pin_5398;101119;277.5;17.5;1.165.497.939;-8.369.288.047;-11.280.309;-5.804.238;Non Bawang Putih
7543;pin_6825;101119;43.5;233.5;1.165.295.439;-8.389.045.678;-8.136.805;24.625.835;Non Bawang Putih
7547;pin_7790;101119;135.5;31.5;1.165.371.959;-8.370.902.824;-17.269.583;-101.098.175;Non Bawang Putih
7554;pin_7849;101119;99.5;66.5;1.165.340.851;-8.374.099.176;-1.274.786;-75.260.434;Non Bawang Putih
7555;pin_8179;101119;110.5;84.5;1.165.351.115;-8.375.665.267;-14.738.156;-8.581.232;Non Bawang Putih
7556;pin_5558;101119;220.5;223.5;1.165.452.679;-8.387.692.331;-802.508;0.87502366;Non Bawang Putih
7558;pin_6552;101119;71.5;54.5;1.165.315.618;-8.373.109.537;-6.832.196;11.165.237;Non Bawang Putih
7560;pin_5804;101119;223.5;225.5;1.165.455.401;-838.786.163;-6.919.738;-0.42025182;Non Bawang Putih
7561;pin_7149;101119;150.5;177.5;1.165.389.171;-8.383.800.932;-1.048.394;-2.538.937;Non Bawang Putih
7562;pin_5032;101119;1.891.860.278;5.294.447.629;1.165.420.296;-8.372.661.639;-15.739.339;-68.712.544;Non Bawang Putih
7564;pin_8290;101119;114.5;102.5;1.165.355.151;-8.377.249.794;-15.225.855;-8.571.837;Non Bawang Putih
7565;pin_6605;101119;68.5;62.5;116.531.316;-8.373.826.367;-5.233.634;3.357.647;Non Bawang Putih
7568;pin_5814;101119;233.5;225.5;11.654.643;-8.387.835.217;-15.345.692;-6.789.721;Non Bawang Putih
7570;pin_7376;101119;61.5;177.5;1.165.309.974;-8.384.035.682;-76.203.923;-266.675;Non Bawang Putih
7571;pin_7094;101119;142.5;175.5;1.165.381.999;-8.383.644.811;-10.794.558;11.527.418;Non Bawang Putih
7572;pin_7161;101119;140.5;178.5;1.165.380.299;-838.391.593;-13.277.649;-17.064.134;Non Bawang Putih
7574;pin_6018;101119;233.5;175.5;1.165.462.974;-8.383.404.648;-1.118.128;12.671.685;Non Bawang Putih
7577;pin_4305;101119;182.186.031;2.294.447.709;1.165.413.274;-8.370.021.698;-1.688.998;-9.066.366;Non Bawang Putih
7579;pin_7186;101119;142.5;179.5;1.165.382.105;-8.383.999.267;-1.349.274;-39.887.211;Non Bawang Putih
7581;pin_8167;101119;119.5;33.5;1.165.357.774;-8.371.122.197;-15.613.014;-10.134.054;Non Bawang Putih
7582;pin_6654;101119;33.5;228.5;1.165.286.408;-8.388.628.972;-5.927.578;-17.876.523;Non Bawang Putih
7584;pin_7346;101119;135.5;37.5;1.165.372.117;-837.143.451;-17.714.806;-9.788.885;Non Bawang Putih
7587;pin_6910;101119;137.5;167.5;1.165.377.338;-8.382.949.089;-8.021.843;-28.688.953;Non Bawang Putih
7590;pin_6625;101119;69.5;64.5;1.165.314.103;-8.374.000.966;-28.306.715;67.362.514;Non Bawang Putih
7591;pin_6554;101119;73.5;54.5;1.165.317.398;-837.310.427;80.548.315;15.241.565;Non Bawang Putih
7592;pin_7524;101119;137.5;30.5;1.165.373.712;-8.370.808.942;-17.321.974;-10.967.812;Non Bawang Putih
7593;pin_8128;101119;114.5;82.5;1.165.354.621;-8.375.477.496;-14.785.158;-10.320.391;Non Bawang Putih
7594;pin_5342;101119;240.5;6.5;1.165.464.726;-8.368.410.855;-13.141.693;-70.865.026;Non Bawang Putih
7595;pin_4814;101119;1.751.860.359;4.494.447.736;1.165.407.627;-8.371.989.632;-16.277.431;-8.466.394;Non Bawang Putih
7598;pin_7238;101119;146.5;180.5;1.165.385.691;-8.384.077.327;-1.319.264;-12.173.195;Non Bawang Putih
7599;pin_5823;101119;209.5;196.5;1.165.442.175;-8.385.328.857;-13.902.618;-0.4733342;Non Bawang Putih
7600;pin_7818;101119;96.5;65.5;1.165.338.155;-8.374.018.464;-15.199.003;-9.446.503;Non Bawang Putih
7602;pin_4517;101119;179.186.033;2.994.447.723;116.541.079;-8.370.649.894;-13.622.865;-1.143.552;Non Bawang Putih
7604;pin_7637;101119;109.5;48.5;1.165.349.273;-837.247.776;-14.588.859;-8.489.383;Non Bawang Putih
7605;pin_6768;101119;52.5;231.5;1.165.303.395;-8.388.844.702;-9.109.443;0.34629294;Non Bawang Putih
7606;pin_7446;101119;57.5;180.5;1.165.306.494;-8.384.312.078;-6.491.396;-25.475.485;Non Bawang Putih
7608;pin_7627;101119;126.5;47.5;1.165.364.373;-8.372.344.364;-15.097.944;-9.275.601;Non Bawang Putih
7611;pin_8117;101119;104.5;82.5;1.165.345.723;-8.375.503.847;-1.672.679;-77.853.703;Non Bawang Putih
7612;pin_6935;101119;123.5;36.5;1.165.361.413;-8.371.377.505;-14.304.967;-8.020.847;Non Bawang Putih
7615;pin_7991;101119;115.5;77.5;1.165.355.379;-8.375.031.787;-16.480.087;-12.064.544;Non Bawang Putih
7618;pin_7648;101119;119.5;48.5;1.165.358.171;-8.372.451.419;-14.518.109;-7.940.966;Non Bawang Putih
7620;pin_7110;101119;136.5;176.5;1.165.376.687;-8.383.749.255;-10.609.008;-0.023441805;Non Bawang Putih
7622;pin_7984;101119;109.5;77.5;116.535.004;-8.375.047.597;-16.341.972;-9.949.791;Non Bawang Putih
7623;pin_5578;101119;207.5;221.5;1.165.441.058;-838.754.944;-12.434.679;-5.985.971;Non Bawang Putih
7624;pin_4970;101119;1.931.860.254;5.094.447.603;1.165.423.803;-8.372.473.871;-13.386.596;-8.557.068;Non Bawang Putih
7628;pin_6905;101119;132.5;167.5;1.165.372.889;-8.382.962.279;-10.410.394;-30.736.134;Non Bawang Putih
7629;pin_6143;101119;234.5;169.5;1.165.463.704;-838.287.034;-7.132.617;-3.579.123;Non Bawang Putih
7631;pin_7822;101119;100.5;65.5;1.165.341.714;-8.374.007.926;-11.739.145;-8.706.935;Non Bawang Putih
7633;pin_5481;101119;216.5;230.5;1.165.449.305;-8.388.323.178;-8.321.576;-23.247.685;Non Bawang Putih
7635;pin_8288;101119;113.5;102.5;1.165.354.261;-837.725.243;-15.029.056;-10.790.287;Non Bawang Putih
7636;pin_7042;101119;140.5;173.5;1.165.380.167;-838.347.286;-10.758.046;-0.7902308;Non Bawang Putih
7641;pin_5323;101119;225.5;5.5;1.165.451.353;-8.368.361.772;-1.140.252;-512.973;Non Bawang Putih
7644;pin_7356;101119;65.5;176.5;1.165.313.507;-8.383.936.518;-68.380.294;-0.36979544;Non Bawang Putih
7648;pin_8051;101119;120.5;79.5;1.165.359.881;-8.375.195.841;-14.687.351;-11.041.943;Non Bawang Putih
7649;pin_7195;101119;149.5;179.5;1.165.388.334;-8.383.980.798;-10.738.337;0.2400388;Non Bawang Putih
7651;pin_5563;101119;216.5;222.5;1.165.449.093;-8.387.614.283;-7.575.047;-21.684.794;Non Bawang Putih
7655;pin_7049;101119;146.5;173.5;1.165.385.506;-838.345.703;-9.601.206;0.6439455;Non Bawang Putih
7656;pin_6873;101119;56.5;234.5;1.165.307.034;-8.389.099.999;-8.469.075;0.4219193;Non Bawang Putih
7657;pin_5069;101119;1.971.860.231;5.394.447.572;1.165.427.441;-8.372.729.165;-13.790.394;-9.795.423;Non Bawang Putih
7658;pin_7132;101119;135.5;177.5;1.165.375.823;-8.383.840.507;-6.951.134;16.298.088;Non Bawang Putih
7661;pin_4311;101119;177.186.034;2.294.447.744;1.165.408.825;-8.370.034.871;-152.193.365;-9.855.178;Non Bawang Putih
7662;pin_7066;101119;145.5;174.5;1.165.384.642;-8.383.548.282;-10.880.157;-0.2884481;Non Bawang Putih
7664;pin_5230;101119;1.891.860.274;3.994.447.643;1.165.419.952;-8.371.509.672;-14.409.102;-8.350.813;Non Bawang Putih
7665;pin_8163;101119;96.5;84.5;1.165.338.657;-8.375.702.156;-15.373.874;-10.123.086;Non Bawang Putih
7666;pin_4248;101119;1.891.860.268;2.094.447.662;116.541.945;-8.369.826.029;-16.140.196;-8.704.344;Non Bawang Putih
7668;pin_8160;101119;118.5;83.5;1.165.358.207;-8.375.555.571;-15.648.414;-8.847.314;Non Bawang Putih
7672;pin_6498;101119;133.5;8.5;1.165.369.571;-8.368.869.961;-5.324.901;20.172.548;Non Bawang Putih
7674;pin_4639;101119;191.186.026;3.394.447.635;1.165.421.573;-8.370.972.725;-13.314.958;-9.275.129;Non Bawang Putih
7677;pin_4739;101119;1.921.860.257;4.294.447.619;1.165.422.701;-8.371.767.605;-14.259.449;-8.084.285;Non Bawang Putih
7678;pin_7871;101119;93.5;67.5;1.165.335.538;-8.374.203.597;-15.671.447;-93.220.625;Non Bawang Putih
7679;pin_5327;101119;223.5;7.5;1.165.449.626;-8.368.544.266;-9.779.737;-36.655.967;Non Bawang Putih
7683;pin_6561;101119;72.5;55.5;1.165.316.534;-837.319.552;6.310.784;13.398.678;Non Bawang Putih
7686;pin_6235;101119;223.5;241.5;1.165.455.826;-8.389.279.416;-11.370.615;-53.601.775;Non Bawang Putih
7688;pin_7368;101119;137.5;37.5;1.165.373.897;-8.371.429.242;-16.821.606;-10.062.227;Non Bawang Putih
7689;pin_4238;101119;1.811.860.315;1.994.447.719;1.165.412.305;-8.369.758.493;-17.175.867;-10.068.307;Non Bawang Putih
7690;pin_4530;101119;1.911.860.259;2.994.447.639;1.165.421.467;-8.370.618.274;-13.405.807;-843.568;Non Bawang Putih
7693;pin_6728;101119;46.5;230.5;116.529.803;-8.388.771.914;-9.962.493;0.83720976;Non Bawang Putih
7698;pin_7661;101119;131.5;48.5;1.165.368.849;-8.372.419.806;-14.782.947;-8.098.262;Non Bawang Putih
7699;pin_4765;101119;1.831.860.311;4.394.447.681;1.165.414.719;-8.371.879.936;-1.635.966;-74.830.904;Non Bawang Putih
7707;pin_5243;101119;1.761.860.351;3.994.447.734;1.165.408.385;-837.154.393;-12.361.306;-8.986.053;Non Bawang Putih
7710;pin_7222;101119;157.5;179.5;1.165.395.453;-8.383.959.689;-9.808.926;21.085.234;Non Bawang Putih
7711;pin_6429;101119;129.5;4.5;1.165.365.906;-8.368.526.036;-4.113.669;4.379.375;Non Bawang Putih
7716;pin_8144;101119;104.5;83.5;116.534.575;-8.375.592.462;-1.666.567;-9.792.245;Non Bawang Putih
7717;pin_4912;101119;1.931.860.253;4.894.447.605;116.542.375;-8.372.296.645;-13.998.861;-9.301.281;Non Bawang Putih
7719;pin_8191;101119;120.5;84.5;1.165.360.013;-8.375.638.915;-15.579.274;-10.400.391;Non Bawang Putih
7722;pin_8359;101119;101.5;105.5;1.165.343.662;-8.377.549.902;-15.776.134;-9.508.699;Non Bawang Putih
7724;pin_8008;101119;106.5;78.5;1.165.347.397;-8.375.144.116;-13.881.212;-883.424;Non Bawang Putih
7727;pin_6503;101119;131.5;9.5;1.165.367.817;-8.368.963.842;-35.996.454;26.283.045;Non Bawang Putih
7728;pin_7580;101119;133.5;45.5;1.165.370.549;-8.372.148.694;-15.964.214;-7.934.092;Non Bawang Putih
7732;pin_4524;101119;1.851.860.294;2.994.447.681;1.165.416.128;-8.370.634.084;-15.519.165;-11.154.579;Non Bawang Putih
7735;pin_5432;101119;273.5;37.5;1.165.494.909;-8.371.070.801;-1.279.317;-53.230.133;Non Bawang Putih
7738;pin_5724;101119;228.5;224.5;1.165.459.824;-8.387.759.812;-25.202.377;23.317.304;Non Bawang Putih
7742;pin_7682;101119;125.5;49.5;1.165.363.536;-8.372.524.227;-16.952.585;-8.753.078;Non Bawang Putih
7743;pin_6482;101119;127.5;7.5;1.165.364.205;-8.368.797.146;-6.953.966;1.034.711;Non Bawang Putih
7744;pin_7792;101119;97.5;64.5;1.165.339.018;-8.373.927.214;-14.407.356;-10.434.903;Non Bawang Putih
7749;pin_6583;101119;59.5;67.5;1.165.305.284;-8.374.293.152;-5.353.701;24.749.255;Non Bawang Putih
7752;pin_4738;101119;1.931.860.251;4.294.447.612;1.165.423.591;-8.371.764.969;-13.540.947;-8.276.652;Non Bawang Putih
7753;pin_6907;101119;134.5;167.5;1.165.374.669;-8.382.957.003;-9.977.162;-19.934.803;Non Bawang Putih
7754;pin_7297;101119;150.5;182.5;1.165.389.303;-8.384.244.001;-13.297.044;-1.020.263;Non Bawang Putih
7755;pin_5114;101119;1.841.860.309;5.594.447.661;1.165.415.927;-8.372.940.656;-13.262.026;-8.728.151;Non Bawang Putih
7756;pin_7424;101119;58.5;179.5;1.165.307.357;-8.384.220.824;-6.723.029;-30.577.588;Non Bawang Putih
7759;pin_7451;101119;61.5;180.5;1.165.310.053;-838.430.153;-67.297.087;-29.085.405;Non Bawang Putih
7760;pin_4616;101119;1.951.860.236;3.294.447.608;1.165.425.106;-8.370.873.571;-16.158.566;-9.571.016;Non Bawang Putih
7761;pin_7299;101119;152.5;182.5;1.165.391.083;-8.384.238.723;-12.693.062;0.41414014;Non Bawang Putih
7762;pin_7006;101119;142.5;171.5;1.165.381.893;-8.383.290.355;-10.912.344;-15.737.005;Non Bawang Putih
7763;pin_7956;101119;125.5;32.5;1.165.363.087;-8.371.017.779;-14.171.272;-8.405.461;Non Bawang Putih
7764;pin_5685;101119;221.5;221.5;1.165.453.516;-8.387.512.466;-15.016.302;33.901.594;Non Bawang Putih
7765;pin_7492;101119;76.5;181.5;1.165.323.428;-8.384.350.591;-77.029.376;-2.865.242;Non Bawang Putih
7766;pin_4204;101119;1.771.860.336;1.294.447.754;116.540.856;-8.369.148.739;-15.794.681;-9.814.322;Non Bawang Putih
7769;pin_5761;101119;218.5;226.5;1.165.450.979;-8.387.963.448;-8.625.559;-16.455.388;Non Bawang Putih
7770;pin_7136;101119;138.5;177.5;1.165.378.493;-8.383.832.592;-118.422.165;-12.521.294;Non Bawang Putih
7775;pin_6137;101119;228.5;169.5;1.165.458.366;-8.382.886.179;-1.211.287;-0.32120723;Non Bawang Putih
7777;pin_8158;101119;116.5;83.5;1.165.356.428;-8.375.560.841;-156.660.595;-10.761.402;Non Bawang Putih
7779;pin_6704;101119;51.5;229.5;1.165.302.453;-8.388.670.107;-686.717;-1.201.416;Non Bawang Putih
7781;pin_4249;101119;1.881.860.274;2.094.447.669;116.541.856;-8.369.828.663;-15.147.411;-76.051.235;Non Bawang Putih
7782;pin_7728;101119;117.5;51.5;1.165.356.471;-8.372.722.532;-15.907.219;-8.897.829;Non Bawang Putih
7783;pin_5969;101119;224.5;172.5;1.165.454.886;-8.383.162.572;-70.000.615;-13.290.017;Non Bawang Putih
7784;pin_5311;101119;223.5;1.5;1.165.449.467;-8.368.012.595;-9.816.869;-420.766;Non Bawang Putih
7785;pin_4556;101119;1.891.860.271;3.094.447.652;1.165.419.714;-8.370.712.157;-15.318.509;-8.640.923;Non Bawang Putih
7788;pin_6740;101119;57.5;230.5;1.165.307.818;-8.388.742.895;-71.549.573;-15.447.081;Non Bawang Putih
7789;pin_4874;101119;1.761.860.354;4.794.447.726;1.165.408.597;-8.372.252.836;-14.340.624;-5.639.143;Non Bawang Putih
7793;pin_4995;101119;1.811.860.326;5.194.447.686;1.165.413.151;-8.372.594.111;-14.278.688;-8.392.586;Non Bawang Putih
7794;pin_4565;101119;174.186.036;3.194.447.756;1.165.406.394;-8.370.840.295;-15.052.991;-102.480.135;Non Bawang Putih
7795;pin_4270;101119;1.691.860.386;2.094.447.802;1.165.401.654;-8.369.878.721;-1.500.389;-9.691.163;Non Bawang Putih
7796;pin_7824;101119;101.5;65.5;1.165.342.604;-8.374.005.292;-12.205.013;-8.974.084;Non Bawang Putih
7798;pin_7557;101119;139.5;30.5;1.165.375.491;-8.370.803.674;-16.326.857;-10.533.159;Non Bawang Putih
7799;pin_5880;101119;216.5;194.5;116.544.835;-8.385.133.151;-11.564.095;-4.250.127;Non Bawang Putih
7801;pin_6722;101119;41.5;230.5;116.529.358;-8.388.785.104;-8.057.935;-11.412.456;Non Bawang Putih
7803;pin_7759;101119;92.5;63.5;1.165.334.542;-8.373.851.769;-1.640.046;-11.295.269;Non Bawang Putih
7804;pin_4416;101119;1.761.860.346;2.594.447.748;1.165.408.014;-8.370.303.346;-16.058.693;-10.369.912;Non Bawang Putih
7805;pin_7715;101119;130.5;50.5;1.165.368.012;-837.259.967;-14.765.044;-65.283.613;Non Bawang Putih
7807;pin_4752;101119;1.791.860.334;429.444.771;1.165.411.134;-8.371.801.864;-1.656.819;-9.528.453;Non Bawang Putih
7812;pin_6398;101119;137.5;2.5;1.165.372.971;-8.368.327.741;-9.164.876;-0.46319705;Non Bawang Putih
7815;pin_4512;101119;174.186.036;2.994.447.758;1.165.406.341;-8.370.663.068;-15.024.769;-10.155.289;Non Bawang Putih
7820;pin_4519;101119;1.811.860.318;2.994.447.709;1.165.412.569;-8.370.644.624;-14.108.136;-9.598.978;Non Bawang Putih
7821;pin_6779;101119;32.5;232.5;1.165.285.624;-8.388.986.078;-10.029.787;-11.510.237;Non Bawang Putih
7822;pin_7706;101119;122.5;50.5;1.165.360.893;-8.372.620.745;-16.442.781;-78.666.353;Non Bawang Putih
7824;pin_5838;101119;210.5;198.5;1.165.443.118;-8.385.503.441;-14.817.649;-5.149.939;Non Bawang Putih
7825;pin_6415;101119;134.5;3.5;1.165.370.328;-8.368.424.255;-9.287.623;11.988.201;Non Bawang Putih
7829;pin_7615;101119;115.5;47.5;1.165.354.585;-8.372.373.341;-16.419.691;-7.845.029;Non Bawang Putih
7831;pin_4636;101119;1.881.860.278;3.394.447.656;1.165.418.904;-8.370.980.631;-14.725.954;-6.701.042;Non Bawang Putih
7832;pin_5477;101119;220.5;230.5;1.165.452.864;-8.388.312.613;-6.939.368;-0.23193868;Non Bawang Putih
7834;pin_6687;101119;36.5;229.5;1.165.289.104;-8.388.709.676;-60.949.574;-10.488.799;Non Bawang Putih
7838;pin_5142;101119;1.951.860.244;5.694.447.583;1.165.425.741;-8.373.000.275;-13.933.316;-73.740.015;Non Bawang Putih
7840;pin_7687;101119;130.5;49.5;1.165.367.986;-8.372.511.055;-14.541.084;-77.316.914;Non Bawang Putih
7841;pin_6676;101119;53.5;228.5;1.165.304.206;-8.388.576.215;-72.086.153;-0.1947982;Non Bawang Putih
7842;pin_4544;101119;168.186.039;1.394.447.816;1.165.400.579;-8.369.261.061;-16.729.692;-11.981.845;Non Bawang Putih
7843;pin_8017;101119;114.5;78.5;1.165.354.516;-8.375.123.037;-15.565.574;-12.115.966;Non Bawang Putih
7845;pin_6416;101119;135.5;3.5;1.165.371.218;-8.368.421.622;-10.355.131;0.554205;Non Bawang Putih
7846;pin_8176;101119;108.5;84.5;1.165.349.335;-8.375.670.537;-14.230.682;-832.866;Non Bawang Putih
7850;pin_6724;101119;129.5;35.5;1.165.366.725;-8.371.273.087;-15.567.257;-9.742.594;Non Bawang Putih
7852;pin_7296;101119;149.5;182.5;1.165.388.414;-8.384.246.639;-13.161.035;-0.6874303;Non Bawang Putih
7854;pin_5795;101119;228.5;229.5;1.165.459.957;-838.820.287;-10.564.875;-4.986.325;Non Bawang Putih
7856;pin_7405;101119;65.5;178.5;116.531.356;-838.411.375;-78.571.935;-26.876.886;Non Bawang Putih
7857;pin_5200;101119;1.851.860.298;409.444.767;116.541.642;-8.371.608.827;-1.392.656;-7.742.245;Non Bawang Putih
7859;pin_7074;101119;149.5;173.5;1.165.388.175;-8.383.449.115;-11.503.982;-5.356.611;Non Bawang Putih
7863;pin_4325;101119;1.711.860.375;2.394.447.785;1.165.403.512;-8.370.139.292;-15.523.935;-79.459.205;Non Bawang Putih
7864;pin_5037;101119;1.841.860.308;5.294.447.664;1.165.415.847;-8.372.674.817;-1.512.026;-8.680.353;Non Bawang Putih
7865;pin_4375;101119;2.061.860.176;4.894.447.514;1.165.435.317;-837.226.238;-15.317.099;-66.695.023;Non Bawang Putih
7866;pin_6593;101119;72.5;60.5;1.165.316.666;-83.736.386;-7.344.951;-0.42236823;Non Bawang Putih
7867;pin_8200;101119;108.5;99.5;1.165.349.732;-8.376.999.763;-14.264.995;-8.236.325;Non Bawang Putih
