,VH,VV,Class
1965,-13.934656,-6.3811836,Non Bawang Putih
1966,-15.546082,-9.469789500000001,Non Bawang Putih
1967,-14.199809,-9.874493,Bawang Putih
1968,-13.089193,-6.061425700000001,Non Bawang Putih
1969,-13.072337,-8.495777,Bawang Putih
1970,-14.424639,-6.3903932999999995,Bawang Putih
1971,-14.692043,-7.2510259999999995,Bawang Putih
1972,-15.363751999999998,-8.684702,Bawang Putih
1973,-15.950762,-12.708551,Non Bawang Putih
1974,-14.409923999999998,-7.706239699999999,Bawang Putih
1975,-11.683717999999999,-10.228162,Non Bawang Putih
1976,-15.005048,-8.496288999999999,Non Bawang Putih
1977,-13.0073185,-6.534187999999999,Bawang Putih
1978,-14.558815,-6.154694999999999,Bawang Putih
1979,-16.455826000000002,-10.107056,Bawang Putih
1980,-14.282860999999999,-9.132508999999999,Bawang Putih
1981,-15.549985000000001,-7.123804,Bawang Putih
1982,-7.87138,-4.530094999999999,Non Bawang Putih
1983,-14.385088,-10.145298,Non Bawang Putih
1984,-14.211913000000001,-9.455967,Bawang Putih
1985,-6.1782455,2.3694131,Non Bawang Putih
1986,-12.356228999999999,-9.040751,Bawang Putih
1987,-11.668244,-9.6429205,Bawang Putih
1988,-14.6458025,-10.783928,Non Bawang Putih
1989,-15.407835999999998,-9.605335,Bawang Putih
1990,-9.156193,1.2053006000000002,Non Bawang Putih
1991,-10.794175,2.6491667999999997,Non Bawang Putih
1992,-15.106352,-8.733066,Bawang Putih
1993,-10.698135,-3.059932,Non Bawang Putih
1994,-13.862132,-8.045204,Non Bawang Putih
1995,-12.944141,-8.910637,Non Bawang Putih
1996,-5.957475700000001,0.26886985,Non Bawang Putih
1997,-15.718225,-8.702669,Non Bawang Putih
1998,-11.322649,-7.145160000000001,Bawang Putih
1999,-14.728229999999998,-7.8137229999999995,Bawang Putih
2000,-15.023588,-9.303428,Bawang Putih
2001,-13.454998000000002,-8.657933,Bawang Putih
2002,-14.253935,-7.830958,Bawang Putih
2003,-15.985684,-7.6882353000000005,Non Bawang Putih
2004,-14.756576,-9.152053,Non Bawang Putih
2005,-11.853541,-7.4976754,Bawang Putih
2006,-12.560706,-8.383927,Non Bawang Putih
2007,-15.543048,-8.633237,Bawang Putih
2008,-12.49113,-7.293769999999999,Bawang Putih
2009,-10.130329,-2.3520098,Non Bawang Putih
2010,-13.785879999999999,-7.6343255,Non Bawang Putih
2011,-9.783679,-1.0893015,Non Bawang Putih
2012,-12.72907,-8.107004,Bawang Putih
2013,-11.901000999999999,-7.6110783,Bawang Putih
2014,-16.346777,-11.435261,Non Bawang Putih
2015,-14.062816,-7.712026600000001,Bawang Putih
2016,-11.96304,-6.788968,Bawang Putih
2017,-12.998130999999999,-8.931445,Bawang Putih
2018,-13.788682000000001,-7.6132817,Bawang Putih
2019,-10.4167385,-3.9474936,Non Bawang Putih
2020,-13.750072,-9.210969,Non Bawang Putih
2021,-14.395210999999998,-8.526841000000001,Bawang Putih
2022,-13.395751,1.8159709,Non Bawang Putih
2023,-12.842302,-6.7679095,Bawang Putih
2024,-14.615473999999999,-8.490639999999999,Bawang Putih
2025,-14.466216000000001,-10.178359,Bawang Putih
2026,-14.221439000000002,-9.068021,Bawang Putih
2027,-15.276848999999999,-9.205964999999999,Bawang Putih
2028,-14.216547,-9.571199,Bawang Putih
2029,-14.001392000000001,-8.9048815,Bawang Putih
2030,-14.267481,-9.453888000000001,Bawang Putih
2031,-13.028697,-7.193233500000001,Bawang Putih
2032,-11.101374,-3.0804632,Non Bawang Putih
2033,-15.550818,-7.732283,Bawang Putih
2034,-16.190286999999998,-8.181974,Non Bawang Putih
2035,-14.499891,-7.879430999999999,Non Bawang Putih
2036,-8.468262,-1.6102439,Non Bawang Putih
2037,-13.618007999999998,-8.871661,Non Bawang Putih
2038,-13.802626,-10.517385,Non Bawang Putih
2039,-16.673376,-9.847104,Non Bawang Putih
2040,-14.351289999999999,-8.735902000000001,Non Bawang Putih
2041,-14.480409,-7.528024,Bawang Putih
2042,-16.115566,-10.528671000000001,Bawang Putih
2043,-13.857826000000001,-8.528483,Bawang Putih
2044,-18.007114,-9.305938000000001,Bawang Putih
2045,-7.573278999999999,-3.216986,Non Bawang Putih
2046,-15.357082,-9.123911,Bawang Putih
2047,-14.976366,-7.8911686,Bawang Putih
2048,-13.956054,-8.619414,Bawang Putih
2049,-15.534379000000001,-10.465542999999998,Bawang Putih
2050,-13.534309,-6.6386766,Non Bawang Putih
2051,-12.895817,-8.517113,Non Bawang Putih
2052,-14.520792000000002,-9.804088,Bawang Putih
2053,-15.717932999999999,-4.407899400000001,Non Bawang Putih
2054,-12.740179,-8.520444,Bawang Putih
2055,-15.02099,-8.060597,Bawang Putih
2056,-15.080639999999999,-4.9446745000000005,Bawang Putih
2057,-12.289050999999999,-7.026376700000001,Bawang Putih
2058,-13.794923,-8.361989999999999,Bawang Putih
2059,-12.706299000000001,-8.561807,Bawang Putih
2060,-9.690539999999999,-3.0644042000000002,Non Bawang Putih
2061,-13.5049715,-8.212274,Bawang Putih
2062,-13.538082999999999,-4.4480010000000005,Non Bawang Putih
2063,-15.030880999999999,-7.637160300000001,Bawang Putih
2064,-12.95036,-9.838002000000001,Bawang Putih
2065,-13.977526999999998,-7.6818023,Bawang Putih
2066,-17.748829,-13.925560999999998,Non Bawang Putih
2067,-13.994598000000002,-8.174733,Non Bawang Putih
2068,-13.680734,-8.012091999999999,Bawang Putih
2069,-14.401391,-9.290514,Bawang Putih
2070,-9.798364,-2.332553,Non Bawang Putih
2071,-5.450146,-0.48375228,Non Bawang Putih
2072,-14.576220000000001,-8.768687,Bawang Putih
2073,-13.301101999999998,-8.814897,Non Bawang Putih
2074,-14.063770000000002,-8.934366,Non Bawang Putih
2075,-14.174044,-7.1004130000000005,Bawang Putih
2076,-14.294281,-8.307986,Bawang Putih
2077,-14.397164000000002,-8.682564999999999,Bawang Putih
2078,-13.525676999999998,-9.462429,Bawang Putih
2079,-9.038722,-4.4332724,Non Bawang Putih
2080,-16.744436,-9.333378999999999,Non Bawang Putih
2081,-13.104095,-6.982467,Bawang Putih
2082,-15.780384,-11.868186999999999,Bawang Putih
2083,-4.884223,3.2538737999999996,Non Bawang Putih
2084,-14.701775,-9.953916,Bawang Putih
2085,-14.108759,-7.101531,Bawang Putih
2086,-14.490057,-7.553889,Bawang Putih
2087,-13.839936999999999,-6.218899700000001,Bawang Putih
2088,-15.325861999999999,-7.266818499999999,Non Bawang Putih
2089,-8.462048,0.20154729999999998,Non Bawang Putih
2090,-14.4291725,-8.824972,Bawang Putih
2091,-16.13046,-8.101666999999999,Bawang Putih
2092,-16.872567999999998,-9.436416,Bawang Putih
2093,-15.1460285,-10.000359,Bawang Putih
2094,-11.73213,-3.9556007000000006,Non Bawang Putih
2095,-16.036286999999998,-7.643389999999999,Non Bawang Putih
2096,-12.529703999999999,-9.488269,Bawang Putih
2097,-15.567946,-9.311960000000001,Bawang Putih
2098,-15.548855,-9.92549,Bawang Putih
2099,-14.324748999999999,-9.928415,Bawang Putih
2100,-16.157282000000002,-8.382263,Non Bawang Putih
2101,-15.352489000000002,-9.282022,Non Bawang Putih
2102,-17.149714000000003,-8.886049,Bawang Putih
2103,-15.296933,-8.654588,Non Bawang Putih
2104,-5.135525,0.0811359,Non Bawang Putih
2105,-11.687348,-3.3435528,Non Bawang Putih
2106,-14.193482999999999,-7.393525599999999,Bawang Putih
2107,-15.034882000000001,-12.048531,Non Bawang Putih
2108,-14.794785999999998,-8.917624,Non Bawang Putih
2109,-13.193392999999999,-8.782477,Bawang Putih
2110,-16.131287,-8.952753,Non Bawang Putih
2111,-14.763229,-9.191382,Bawang Putih
2112,-12.295078,-9.299887,Bawang Putih
2113,-14.249504,-8.046636,Bawang Putih
2114,-13.795526500000001,-7.526637599999999,Bawang Putih
2115,-16.496735,-10.719158,Non Bawang Putih
2116,-14.670564,-8.330156,Non Bawang Putih
2117,-12.134853999999999,-7.959061999999999,Bawang Putih
2118,-14.917162,-6.535924400000001,Bawang Putih
2119,-16.461704,-5.073964599999999,Non Bawang Putih
2120,-7.325925,-1.9802034,Non Bawang Putih
2121,-13.294806,-8.2270565,Bawang Putih
2122,-16.578495,-7.9311314,Non Bawang Putih
2123,-14.699542999999998,-8.017603,Non Bawang Putih
2124,-7.6835666,2.0497665,Non Bawang Putih
2125,-15.445236999999999,-8.843717,Non Bawang Putih
2126,-7.958263400000001,-1.9444028000000002,Non Bawang Putih
2127,-13.990499,-8.281912,Non Bawang Putih
2128,-10.618907,-2.1896908,Non Bawang Putih
2129,-15.930273000000001,-10.113913,Bawang Putih
2130,-13.129134,-9.361517999999998,Bawang Putih
2131,-13.130931,-6.3919096,Bawang Putih
2132,-16.013128,-8.504285000000001,Bawang Putih
2133,-7.6626787,-2.2434545,Non Bawang Putih
2134,-16.081954999999997,-8.314376,Bawang Putih
2135,-14.835370999999999,-6.2553529999999995,Non Bawang Putih
2136,-14.493955,-11.931383,Non Bawang Putih
2137,-15.5693035,-10.059064999999999,Non Bawang Putih
2138,-10.429383999999999,-5.781295,Bawang Putih
2139,-11.501691000000001,-4.828633,Non Bawang Putih
2140,-10.423751,-4.1703625,Non Bawang Putih
2141,-15.312259,-9.169158,Bawang Putih
2142,-14.888860000000001,-8.870078,Bawang Putih
2143,-7.315129799999999,-4.241358999999999,Non Bawang Putih
2144,-11.358673,-6.4090557,Non Bawang Putih
2145,-14.404565,-9.822723,Bawang Putih
2146,-7.5003033,-4.545374400000001,Non Bawang Putih
2147,-13.629804,-7.891754,Bawang Putih
2148,-15.780984,-9.087079,Non Bawang Putih
2149,-6.552604,-3.300767,Non Bawang Putih
2150,-16.380257,-10.452081,Non Bawang Putih
2151,-12.880839,0.43774813,Non Bawang Putih
2152,-14.200987,-8.659741,Bawang Putih
2153,-10.6063795,1.0505158,Non Bawang Putih
2154,-11.420189,1.2626688,Non Bawang Putih
2155,-15.069129,-7.811895,Bawang Putih
2156,-11.825755000000001,-1.3991733999999998,Non Bawang Putih
2157,-17.142223,-8.395425999999999,Bawang Putih
2158,-13.635402,-9.82692,Non Bawang Putih
2159,-14.250132,-9.892496000000001,Non Bawang Putih
2160,-14.1699915,-10.259231,Bawang Putih
2161,-3.0323662999999996,1.6656853999999999,Non Bawang Putih
2162,-14.459736,-8.333923,Bawang Putih
2163,-14.590895999999999,-6.738828,Bawang Putih
2164,-14.534054999999999,-9.144015,Non Bawang Putih
2165,-13.530663500000001,-5.915199299999999,Bawang Putih
2166,-14.947020000000002,-8.314727,Non Bawang Putih
2167,-11.878575,-4.5843883000000005,Non Bawang Putih
2168,-14.128156,-8.959175,Bawang Putih
2169,-14.545385000000001,-8.125736,Bawang Putih
2170,-15.335731,-7.6131972999999995,Bawang Putih
2171,-14.683979999999998,-5.7556205,Bawang Putih
2172,-12.12882,-3.4109607000000004,Non Bawang Putih
2173,-14.93815,-11.547763,Bawang Putih
2174,-8.124922,-0.7211179,Non Bawang Putih
2175,-15.451734,-8.118559,Bawang Putih
2176,-15.868735999999998,-6.499531,Non Bawang Putih
2177,-5.9335876,3.7881532,Non Bawang Putih
2178,-7.02813,1.1453377,Non Bawang Putih
2179,-17.539656,-9.6990795,Non Bawang Putih
2180,-17.537434,-9.800509,Bawang Putih
2181,-14.908929,-9.2661,Bawang Putih
2182,-12.796279,-9.129375999999999,Bawang Putih
2183,-15.633467999999999,-10.215712,Bawang Putih
2184,-12.843136999999999,-8.783102,Bawang Putih
2185,-17.798756,-8.847610000000001,Bawang Putih
2186,-13.646069,-8.400363,Bawang Putih
2187,-15.260760000000001,-7.671724,Bawang Putih
2188,-17.54273,-10.710051,Non Bawang Putih
2189,-15.846625,-10.659730999999999,Non Bawang Putih
2190,-15.966235000000001,-6.008602,Bawang Putih
2191,-12.594072,-8.337191,Bawang Putih
2192,-9.763323,-1.3866874,Non Bawang Putih
2193,-15.01774,-7.237500999999999,Bawang Putih
2194,-14.492834,-8.383567999999999,Bawang Putih
2195,-12.724404,-6.2446117,Bawang Putih
2196,-7.489035,-2.9987717000000003,Non Bawang Putih
2197,-15.274887,-8.454283,Non Bawang Putih
2198,-12.909697999999999,-2.2927842000000003,Non Bawang Putih
2199,-13.575779999999998,-2.3392425,Non Bawang Putih
2200,-14.719244,-8.674081,Bawang Putih
2201,-10.093291,-2.3022709999999997,Non Bawang Putih
2202,-14.618894000000001,-8.044578,Non Bawang Putih
2203,-15.261245,-8.674208,Non Bawang Putih
2204,-12.56869,-0.90951127,Non Bawang Putih
2205,-12.176910000000001,-7.182927,Bawang Putih
2206,-4.745553,-0.2760945,Non Bawang Putih
2207,-17.101374,-9.587959,Non Bawang Putih
2208,-8.014292999999999,-2.9131138,Non Bawang Putih
2209,-16.427526,-9.96871,Bawang Putih
2210,-15.683647,-10.384345,Bawang Putih
2211,-14.633581,-9.482101,Bawang Putih
2212,-14.032363,-7.9603410000000006,Bawang Putih
2213,-14.434776000000001,-8.654942,Bawang Putih
2214,-16.381887,-6.136549,Non Bawang Putih
2215,-10.403683000000001,-0.38884345,Non Bawang Putih
2216,-14.878172,-8.84747,Bawang Putih
2217,-13.071567,-9.311917999999999,Non Bawang Putih
2218,-12.155579,-1.1948625,Non Bawang Putih
2219,-13.202639999999999,-8.853442,Bawang Putih
2220,-15.569564000000002,-10.252773,Non Bawang Putih
2221,-8.34367,-3.1678083,Non Bawang Putih
2222,-15.528466,-9.947756,Non Bawang Putih
2223,-7.287160000000001,1.4012722,Non Bawang Putih
2224,-14.602414000000001,-2.400445,Non Bawang Putih
2225,-14.190273000000001,-9.754233000000001,Bawang Putih
2226,-12.01935,-6.041115799999999,Bawang Putih
2227,-9.031329,-5.133543,Non Bawang Putih
2228,-13.21425,-5.3092937000000004,Non Bawang Putih
2229,-15.5193815,-9.716922,Bawang Putih
2230,-7.7347116,-2.5533102000000003,Non Bawang Putih
2231,-14.850214000000001,-8.941057,Bawang Putih
2232,-14.917461999999999,-6.611538400000001,Bawang Putih
2233,-14.302482999999999,-9.165668,Bawang Putih
2234,-13.351964,-8.012115,Non Bawang Putih
2235,-5.158515,0.3674211,Non Bawang Putih
2236,-12.014144,-5.9760203,Bawang Putih
2237,-16.061497,-7.2932878,Non Bawang Putih
2238,-14.841114000000001,-9.056327,Bawang Putih
2239,-16.979609,-9.976281,Non Bawang Putih
2240,-15.822706,-11.243389,Bawang Putih
2241,-13.575014000000001,-11.100762,Non Bawang Putih
2242,-13.478176000000001,-7.4020456999999995,Bawang Putih
2243,-12.820011000000001,-7.8766003,Non Bawang Putih
2244,-12.922263000000001,-10.521896,Bawang Putih
2245,-6.926381599999999,3.9276502,Non Bawang Putih
2246,-8.927814999999999,-4.6385629999999995,Non Bawang Putih
2247,-14.846167999999999,-7.690590400000001,Bawang Putih
2248,-10.887379,-3.0701394,Non Bawang Putih
2249,-8.002393,-3.3178666,Non Bawang Putih
2250,-16.906116,-9.060977000000001,Bawang Putih
2251,-15.916098999999999,-10.221812,Bawang Putih
2252,-11.171215,-7.7871690000000005,Bawang Putih
2253,-11.998175,-0.20895742,Non Bawang Putih
2254,-13.624626000000001,-8.284053,Bawang Putih
2255,7.090910000000001,14.188379999999999,Non Bawang Putih
2256,-7.4195423,-3.2460332000000003,Non Bawang Putih
2257,-15.867382999999998,-8.990657,Non Bawang Putih
2258,-15.0887985,-9.823312,Non Bawang Putih
2259,-17.703403,-10.913275,Non Bawang Putih
2260,-9.40449,-4.37656,Non Bawang Putih
2261,-14.258668,-7.5948634,Bawang Putih
2262,-14.997397,-7.8379364,Bawang Putih
2263,-14.731351,-8.021494,Bawang Putih
2264,-16.63508,-9.272729,Non Bawang Putih
2265,-15.248716,-7.682680599999999,Bawang Putih
2266,-13.069892,-9.366109,Non Bawang Putih
2267,-15.417689999999999,-7.678827,Bawang Putih
2268,-12.98142,-10.027216000000001,Bawang Putih
2269,-13.865006,-8.450974,Bawang Putih
2270,-14.573096,-8.154910000000001,Bawang Putih
2271,-14.870913,-9.376313,Bawang Putih
2272,-12.854061999999999,-7.833117999999999,Bawang Putih
2273,-15.348441000000001,-10.688486,Bawang Putih
2274,-14.13611,-8.789147,Bawang Putih
2275,-15.416776,-9.500036999999999,Bawang Putih
2276,-14.416235,-8.158887,Bawang Putih
2277,-15.458982,-8.347485,Bawang Putih
2278,-13.626187,-10.402042,Non Bawang Putih
2279,-12.430258,-8.386949000000001,Bawang Putih
2280,-5.3644419999999995,-1.2852963,Non Bawang Putih
2281,-15.659589000000002,-5.139873000000001,Non Bawang Putih
2282,-12.26484,-9.41762,Bawang Putih
2283,-8.271015,-0.853187,Non Bawang Putih
2284,-13.885577,-8.089407000000001,Bawang Putih
2285,-17.703692999999998,-9.127267,Non Bawang Putih
2286,-9.035581,-0.8115043000000001,Non Bawang Putih
2287,-7.625211,-0.68217415,Non Bawang Putih
2288,-12.803799,-4.9460287,Non Bawang Putih
2289,-16.011132999999997,-11.241736,Bawang Putih
2290,-14.523663,-6.078318599999999,Bawang Putih
2291,-13.800962,-5.99556,Bawang Putih
2292,-15.9407215,-8.679182,Bawang Putih
2293,-15.300313000000001,-7.5055118,Bawang Putih
2294,-14.04826,-7.7180467,Bawang Putih
2295,-11.584133999999999,-2.7357678,Non Bawang Putih
2296,-11.444073,-8.421405,Non Bawang Putih
2297,-15.899707000000001,-11.311498,Non Bawang Putih
2298,-15.861804000000001,-6.977977,Non Bawang Putih
2299,-15.193163,-9.20647,Non Bawang Putih
2300,-14.197203,-8.146205,Non Bawang Putih
2301,-15.175089999999999,-7.894826400000001,Bawang Putih
2302,-15.371599,-6.014718,Bawang Putih
2303,-14.586046,-6.9834437000000005,Non Bawang Putih
2304,-13.706902,-8.721885,Bawang Putih
2305,-12.182372,-3.3474227999999995,Non Bawang Putih
2306,-13.416768,-11.168619999999999,Non Bawang Putih
2307,-14.105120000000001,-5.7523184,Bawang Putih
2308,-12.495903,-10.460655000000001,Bawang Putih
2309,-13.921795000000001,-8.912726,Non Bawang Putih
2310,-14.537574,-8.76145,Bawang Putih
2311,-10.536589,-3.3323627,Non Bawang Putih
2312,-6.7826843,5.0931168,Non Bawang Putih
2313,-13.718375,-6.52894,Bawang Putih
2314,-12.571601,-7.4223833,Non Bawang Putih
2315,-6.4763455,-2.0348759,Non Bawang Putih
2316,-4.7670918,1.4794836,Non Bawang Putih
2317,-14.776144,-5.8408947,Non Bawang Putih
2318,-11.994516,-7.799237299999999,Bawang Putih
2319,-13.198529999999998,-9.0938635,Bawang Putih
2320,-11.6006975,-7.240069999999999,Non Bawang Putih
2321,-12.991669,-8.079528999999999,Non Bawang Putih
2322,-10.15704,-1.642552,Non Bawang Putih
2323,-16.211536,-10.597439999999999,Non Bawang Putih
2324,-14.081966,-9.503486,Non Bawang Putih
2325,-14.917076999999999,-7.866617,Bawang Putih
2326,-11.020771,-3.5525762999999997,Non Bawang Putih
2327,-11.576469,-8.733601,Bawang Putih
2328,-15.175692999999999,-9.560445,Bawang Putih
2329,-17.019491,-10.730636,Bawang Putih
2330,-14.104904000000001,-6.68088,Bawang Putih
2331,-13.092724,-7.9411244000000005,Non Bawang Putih
2332,-9.1458025,-4.733454,Non Bawang Putih
2333,-14.652159,-8.542383000000001,Non Bawang Putih
2334,-14.362557999999998,-9.427671,Non Bawang Putih
2335,-10.929542999999999,-8.498627,Bawang Putih
2336,-14.666132999999999,-8.1962185,Non Bawang Putih
2337,-13.336621,-9.085914,Bawang Putih
2338,-17.655634,-8.481113,Bawang Putih
2339,-10.182782000000001,-4.936848599999999,Non Bawang Putih
2340,-16.505053,-8.293928999999999,Non Bawang Putih
2341,-16.754896,-9.993867999999999,Bawang Putih
2342,-14.679592000000001,-8.855021,Bawang Putih
2343,-12.463341,-7.8724856,Bawang Putih
2344,-15.443119,-6.061703,Bawang Putih
2345,-14.251457,-7.786011,Bawang Putih
2346,-5.1438956,-0.48084372,Non Bawang Putih
2347,-12.556633,-7.6262345,Bawang Putih
2348,-10.566865,0.31689215,Non Bawang Putih
2349,-14.570243,-6.2796507,Bawang Putih
2350,-17.333982000000002,-10.847783999999999,Bawang Putih
2351,-14.260928,-8.539421,Bawang Putih
2352,-15.687783,-9.255586,Bawang Putih
2353,-15.424506,-8.880326,Non Bawang Putih
2354,9.278374000000001,16.450035,Non Bawang Putih
2355,-10.510072000000001,-2.856493,Non Bawang Putih
2356,-16.81661,-11.247588,Bawang Putih
2357,-16.088176999999998,-9.792122,Bawang Putih
2358,-14.883154999999999,-7.5711083,Non Bawang Putih
2359,-14.402404,-9.454831,Non Bawang Putih
2360,-9.093986,-2.035957,Non Bawang Putih
2361,-14.792269000000001,-9.053596,Non Bawang Putih
2362,-15.237798999999999,-8.953749,Bawang Putih
2363,-14.605226000000002,-8.299369,Bawang Putih
2364,-11.921439999999999,-4.9249089999999995,Non Bawang Putih
2365,-3.6806297,1.5539806999999999,Non Bawang Putih
2366,-15.292432000000002,-8.666457000000001,Bawang Putih
2367,-17.00394,-8.063539500000001,Non Bawang Putih
2368,-12.866642,-8.474853,Bawang Putih
2369,-12.3519945,-1.7543658,Non Bawang Putih
2370,-14.114106,-5.8387046,Bawang Putih
2371,-14.250232999999998,-6.398758,Non Bawang Putih
2372,-8.0566845,-4.595434,Non Bawang Putih
2373,-13.578975,-5.2123218,Bawang Putih
2374,-14.925555,-9.236613,Bawang Putih
2375,-5.6352269999999995,0.9363235999999999,Non Bawang Putih
2376,-11.696771,-9.512208,Non Bawang Putih
2377,-12.438894,-8.636104,Bawang Putih
2378,-8.492413,0.9815415000000001,Non Bawang Putih
2379,-15.489460999999999,-10.322955,Non Bawang Putih
2380,-11.736885000000001,-9.350829,Bawang Putih
2381,-8.157625,-3.0180029999999998,Non Bawang Putih
2382,-14.960467999999999,-6.520605000000001,Bawang Putih
2383,-13.093397,-8.827492,Bawang Putih
2384,-10.390830000000001,-5.441126000000001,Non Bawang Putih
2385,-16.167606,-9.763791000000001,Non Bawang Putih
2386,-14.171226999999998,-5.5816693,Bawang Putih
2387,-14.819128,-7.189159399999999,Bawang Putih
2388,-15.913376000000001,-10.041949,Non Bawang Putih
2389,-5.549297,-1.5137271,Non Bawang Putih
2390,-8.151003999999999,-1.5159409,Non Bawang Putih
2391,-11.782247,0.04170487,Non Bawang Putih
2392,-16.166925,-7.7357693,Bawang Putih
2393,-10.622368,-7.9475050000000005,Non Bawang Putih
2394,-16.846159,-8.352484,Non Bawang Putih
2395,-15.504629999999999,-6.405411,Bawang Putih
2396,-7.4618692,-3.5295446000000004,Non Bawang Putih
2397,-15.791649,-7.924810400000001,Non Bawang Putih
2398,-14.785607999999998,-7.38284,Non Bawang Putih
2399,-9.316836,-4.173935,Non Bawang Putih
2400,-15.119119,-6.192808,Bawang Putih
2401,-17.40711,-9.3087845,Bawang Putih
2402,-14.416174,-7.950188000000001,Bawang Putih
2403,-14.854135000000001,-4.9092817,Non Bawang Putih
2404,-7.361068700000001,0.5877975000000001,Non Bawang Putih
2405,-15.068998,-9.628656,Bawang Putih
2406,-14.887723000000001,-8.507985000000001,Bawang Putih
2407,-12.721397,-9.430512,Bawang Putih
2408,-12.122442999999999,-3.4527147000000005,Non Bawang Putih
2409,-9.091045,0.001977755,Non Bawang Putih
2410,-14.658605999999999,-10.001818,Bawang Putih
2411,-12.07077,-2.4194264,Non Bawang Putih
2412,-11.933664,-7.676041000000001,Bawang Putih
2413,-14.779708,-8.597576,Bawang Putih
2414,-11.986702000000001,-5.0980834999999995,Non Bawang Putih
2415,-15.406889000000001,-11.344908,Non Bawang Putih
2416,-10.071764,-0.095142774,Non Bawang Putih
2417,-13.937870000000002,-9.52787,Bawang Putih
2418,-6.1252594,1.9196966,Non Bawang Putih
2419,-14.957120999999999,-8.234461,Non Bawang Putih
2420,-11.963683,-9.712686,Bawang Putih
2421,-15.531723000000001,-8.894589,Non Bawang Putih
2422,-8.043549,-2.881014,Non Bawang Putih
2423,-6.426633,1.9326218000000002,Non Bawang Putih
2424,-12.721109,-7.844662,Bawang Putih
2425,-10.40975,3.4745898,Non Bawang Putih
2426,-14.773716,-8.513843,Bawang Putih
2427,-12.087484,2.8438022000000003,Non Bawang Putih
2428,-12.211721,-6.356818,Bawang Putih
2429,-10.002914,2.5820415,Non Bawang Putih
2430,-15.2635145,-9.542971000000001,Bawang Putih
2431,-13.033252000000001,-7.001163,Bawang Putih
2432,-8.299560000000001,-3.0433435,Non Bawang Putih
2433,-15.886507,-8.996310000000001,Bawang Putih
2434,-16.299908,-9.292156,Bawang Putih
2435,-12.140162,-9.21192,Bawang Putih
2436,-15.118970000000001,-9.988553999999999,Bawang Putih
2437,-13.7684,-7.8075339999999995,Bawang Putih
2438,-14.792053,-9.383133,Bawang Putih
2439,-16.47427,-8.15743,Non Bawang Putih
2440,-14.159751000000002,-8.030782,Bawang Putih
2441,-12.968079,-8.23978,Bawang Putih
2442,-13.901654,-3.4148017999999998,Non Bawang Putih
2443,-13.55095,-7.5388006999999995,Bawang Putih
2444,-15.162344000000001,-8.704763,Bawang Putih
2445,-14.074271,-8.550833,Non Bawang Putih
2446,-13.128749,-7.004939599999999,Non Bawang Putih
2447,-18.048164,-6.0619635999999995,Bawang Putih
2448,-11.505053,-5.2486977999999995,Non Bawang Putih
2449,-15.950229,-8.750327,Bawang Putih
2450,-9.963756,-0.35704675,Non Bawang Putih
2451,-13.335925,-9.742861999999999,Bawang Putih
2452,-16.409477,-9.537339999999999,Non Bawang Putih
2453,-8.031665,-2.8538213,Non Bawang Putih
2454,-14.322698999999998,-8.315275,Non Bawang Putih
2455,-12.775468,-5.130832,Bawang Putih
2456,-14.301461999999999,-6.3887353,Bawang Putih
2457,-14.555152,-8.712937,Non Bawang Putih
2458,-12.079564,-7.9767589999999995,Bawang Putih
2459,-14.217698,-8.255872,Bawang Putih
2460,-12.558383000000001,-9.320162,Non Bawang Putih
2461,-13.542629999999999,-9.739004,Bawang Putih
2462,-14.234974,-11.834181,Non Bawang Putih
2463,-4.867739,2.2910092,Non Bawang Putih
2464,-6.817584,-2.049603,Non Bawang Putih
2465,-14.952562,-9.314446,Bawang Putih
2466,-15.161195999999999,-8.981652,Bawang Putih
2467,-11.321831,3.2238407000000002,Non Bawang Putih
2468,-13.328807000000001,-9.393922,Bawang Putih
2469,-16.171127,-8.022707,Bawang Putih
2470,-14.014541,-9.93074,Non Bawang Putih
2471,-16.357428,-8.589853,Bawang Putih
2472,-15.309408,-9.531878,Bawang Putih
2473,-9.384279,0.9400978000000001,Non Bawang Putih
2474,-15.592357000000002,-7.4037747000000005,Bawang Putih
2475,-14.686631,-7.0402,Bawang Putih
2476,-14.423101,-9.808877,Non Bawang Putih
2477,-10.127296000000001,-1.3510748,Non Bawang Putih
2478,-16.607063,-8.152787,Bawang Putih
2479,-14.005806,-7.315634299999999,Bawang Putih
2480,-13.462831,-9.668447,Non Bawang Putih
2481,-12.311715,2.9748425,Non Bawang Putih
2482,-15.409547,-9.129980999999999,Non Bawang Putih
2483,-12.793699,-6.722197500000001,Bawang Putih
2484,-13.390753,-4.2118839999999995,Non Bawang Putih
2485,-13.937996,-5.4132432999999995,Non Bawang Putih
2486,-16.515759,-8.934399,Bawang Putih
2487,-16.085398,-9.087444,Non Bawang Putih
2488,-14.398494,-9.329055,Bawang Putih
2489,-10.788413,-3.605285,Non Bawang Putih
2490,-5.6255646,0.64568514,Non Bawang Putih
2491,-13.479622,-6.7669864,Bawang Putih
2492,-14.867515,-7.3300410000000005,Bawang Putih
2493,-9.457396000000001,-4.413233999999999,Non Bawang Putih
2494,-17.646439,-6.6359806,Bawang Putih
2495,-18.175179999999997,-9.616759,Bawang Putih
2496,-15.266401,-10.644602,Non Bawang Putih
2497,-10.4257145,-5.098313,Non Bawang Putih
2498,-14.461451,-9.938282000000001,Bawang Putih
