,VH,VV,VV-VH,VV/VH,(VV+VH)/2,Class
107,-11.984933,-2.244393,9.74054,0.187267880429536,-7.114663,Non Bawang Putih
108,-14.524354,-8.961428,5.562926000000001,0.6169932239327133,-11.742891,Bawang Putih
109,-17.022635,-7.956651,9.065984,0.4674159435363561,-12.489643000000001,Bawang Putih
110,-12.846376,-7.73217,5.114205999999999,0.6018950402821777,-10.289273,Bawang Putih
111,-16.14869,-7.7708864,8.377803599999998,0.48120846954149227,-11.959788199999998,Non Bawang Putih
112,-13.744419,-5.6165032,8.1279158,0.40863882278326935,-9.6804611,Bawang Putih
113,-16.266703,-10.6041565,5.6625464999999995,0.6518934107298818,-13.43542975,Bawang Putih
114,-13.55094,-7.445771700000001,6.1051683,0.5494653286045101,-10.498355850000001,Bawang Putih
115,-15.564243,-7.73068,7.833562999999999,0.4966948922604203,-11.6474615,Bawang Putih
116,-6.8988580000000015,-1.0368487,5.862009300000001,0.15029280208405504,-3.967853350000001,Non Bawang Putih
117,-13.351104,-9.025172,4.325932,0.6759869446002368,-11.188137999999999,Bawang Putih
118,-14.848497,-9.68394,5.164557,0.6521831805602951,-12.2662185,Bawang Putih
119,-15.924813,-11.08673,4.838083000000001,0.6961921625076539,-13.5057715,Non Bawang Putih
120,-13.025489,-8.462480000000001,4.563008999999999,0.6496861653332171,-10.7439845,Non Bawang Putih
121,-4.2270059999999985,0.25207904,4.479085039999998,-0.05963536365928983,-1.9874634799999993,Non Bawang Putih
122,-12.243329,-1.4872836,10.7560454,0.12147705905803888,-6.865306299999999,Non Bawang Putih
123,-16.668411,-8.828731,7.8396799999999995,0.5296684249026496,-12.748570999999998,Non Bawang Putih
124,-16.805864,-9.588271,7.217592999999999,0.5705312740838555,-13.1970675,Non Bawang Putih
125,-14.893627,-10.793118,4.100509000000001,0.7246802944642027,-12.843372500000001,Bawang Putih
126,-15.646907999999998,-10.463472,5.183435999999999,0.6687245812399485,-13.05519,Bawang Putih
127,-13.199688,-1.4026281,11.7970599,0.1062622161978374,-7.30115805,Non Bawang Putih
128,-14.909496,-9.0849285,5.824567500000001,0.6093384041955543,-11.99721225,Bawang Putih
129,-13.1185665,-7.6095934,5.5089731,0.5800628750100096,-10.36407995,Bawang Putih
130,-14.450065,-6.3863363,8.0637287,0.44195900156850504,-10.41820065,Bawang Putih
131,-13.827132,-10.745154,3.081978000000001,0.7771064888944431,-12.286143,Bawang Putih
132,-13.228667000000002,-5.873977,7.3546900000000015,0.44403393025162696,-9.551322,Bawang Putih
133,-14.606941,-10.595716,4.011225000000001,0.7253891146681567,-12.601328500000001,Non Bawang Putih
134,-14.663224,-8.341773,6.321451,0.5688907841822508,-11.5024985,Bawang Putih
135,-13.285466,-8.163317,5.122149,0.6144546980888739,-10.7243915,Bawang Putih
136,-14.825002,-10.835934,3.9890679999999996,0.7309229368063492,-12.830468,Bawang Putih
137,-12.267928,-9.680795,2.5871329999999997,0.7891141030498385,-10.9743615,Bawang Putih
138,-14.79656,-9.281865,5.514695,0.6272988451369778,-12.0392125,Non Bawang Putih
139,-11.204584,-4.6467195,6.557864500000001,0.4147159323362652,-7.92565175,Non Bawang Putih
140,-13.535327,-10.234771,3.3005560000000003,0.7561524741884699,-11.885049,Bawang Putih
141,-10.194289,-5.4385934,4.755695599999999,0.5334941357852422,-7.8164412,Non Bawang Putih
142,-13.17987,-7.602670699999999,5.5771993,0.5768395818775147,-10.39127035,Non Bawang Putih
143,-15.392032,-9.1355095,6.256522500000001,0.5935219924178952,-12.263770749999999,Bawang Putih
144,-15.621469,-10.578555,5.042914,0.6771805519698564,-13.100012,Bawang Putih
145,-16.454685,-7.212558299999999,9.242126700000004,0.43832855505893903,-11.83362165,Bawang Putih
146,-12.744709,-7.4748597,5.269849300000001,0.5865068947435362,-10.10978435,Bawang Putih
147,-14.755495000000002,-7.945266,6.810229000000001,0.5384615019692663,-11.3503805,Bawang Putih
148,-12.718694,-8.3345,4.384193999999999,0.6552952685236394,-10.526596999999999,Bawang Putih
149,-15.801989,-10.014707,5.787282000000001,0.6337624333240581,-12.908348,Bawang Putih
150,-15.184947,-8.051496,7.133450999999999,0.5302287851251638,-11.6182215,Non Bawang Putih
151,-10.202712,2.1826694,12.3853814,-0.2139303157827056,-4.0100213,Non Bawang Putih
152,-15.775023999999998,-7.4864364,8.2885876,0.4745752779837292,-11.630730199999999,Bawang Putih
153,-13.306488,-4.979543700000002,8.326944299999997,0.37421923049868616,-9.143015850000001,Non Bawang Putih
154,-16.304867,-7.5984397,8.706427300000001,0.4660227955247963,-11.95165335,Bawang Putih
155,-10.78865,-4.4999385,6.288711500000001,0.4170993127036283,-7.64429425,Non Bawang Putih
156,-16.264517,-10.53185,5.732667000000001,0.6475353679423742,-13.398183500000002,Non Bawang Putih
157,-12.578903,-6.019693,6.55921,0.47855468795649353,-9.299298,Non Bawang Putih
158,-13.913170999999998,-8.571731,5.341439999999999,0.6160875187978355,-11.242450999999999,Bawang Putih
159,-16.35847,-8.5972595,7.761210500000001,0.5255540096353755,-12.47786475,Non Bawang Putih
160,-11.783134,-5.4385343,6.344599700000001,0.4615524443666685,-8.61083415,Non Bawang Putih
161,-16.515247,-9.129652,7.385594999999999,0.5528014204086685,-12.8224495,Non Bawang Putih
162,-16.077131,-9.088119,6.989012000000001,0.5652823877593584,-12.582625,Bawang Putih
163,-17.268608,-9.319471,7.949137,0.5396770255019976,-13.2940395,Non Bawang Putih
164,-12.336499,-9.452015,2.8844840000000005,0.7661829340723004,-10.894257,Bawang Putih
165,-15.872422,-10.991592,4.88083,0.6924962050530159,-13.432007,Non Bawang Putih
166,-14.842745,-8.831182,6.011563000000001,0.5949830708538076,-11.8369635,Non Bawang Putih
167,-10.785123,0.31094512,11.09606812,-0.02883092942009099,-5.2370889400000005,Non Bawang Putih
168,-14.478801,-8.69496,5.783841000000001,0.6005303892221462,-11.5868805,Bawang Putih
169,-6.0765910000000005,-1.1229753,4.9536157,0.18480350249012972,-3.5997831500000004,Non Bawang Putih
170,-11.907115,-8.255137,3.6519779999999997,0.6932944714147802,-10.081126,Bawang Putih
171,-13.394495999999998,-8.200898,5.193597999999998,0.6122587964489296,-10.797697,Bawang Putih
172,-14.513019,-6.610434,7.902585,0.4554830390561743,-10.561726499999999,Bawang Putih
173,-13.995844,-9.033483,4.962361,0.6454403893041392,-11.514663500000001,Bawang Putih
174,-14.976734,-9.430203,5.546531,0.6296568397355525,-12.2034685,Bawang Putih
175,-14.925154,-7.2331076,7.692046399999999,0.4846253244690139,-11.0791308,Bawang Putih
176,-14.919419,-7.431655,7.487763999999999,0.4981195983570138,-11.175537,Non Bawang Putih
177,-14.395646,-9.437804,4.957841999999999,0.6556012838881979,-11.916725,Bawang Putih
178,-13.832548999999998,-9.683371,4.149177999999999,0.7000424144530412,-11.757959999999999,Bawang Putih
179,-15.427429,-8.076352,7.351077,0.5235060229413468,-11.7518905,Bawang Putih
180,-13.248565,-10.64623,2.602335,0.8035760854100048,-11.9473975,Bawang Putih
181,-17.645418,-8.434952000000001,9.210465999999998,0.47802506010342183,-13.040185000000001,Bawang Putih
182,-15.234688,-9.114625,6.120063,0.598281041265827,-12.174656500000001,Bawang Putih
183,-13.954409,-8.542755,5.411654,0.6121903836988009,-11.248581999999999,Non Bawang Putih
184,-16.240866,-9.767097,6.473769000000001,0.601390159859702,-13.0039815,Bawang Putih
185,-16.198158,-7.8868895,8.3112685,0.48690039324224393,-12.042523749999999,Bawang Putih
186,-15.16246,-7.297498700000001,7.864961299999998,0.48128725154097696,-11.22997935,Bawang Putih
187,-12.766319,-8.41807,4.348248999999999,0.6593968081167328,-10.5921945,Bawang Putih
188,-14.026741,-8.398947,5.627794,0.5987810710984113,-11.212844,Bawang Putih
189,-11.533411,-7.202823599999999,4.3305874,0.6245180718869725,-9.3681173,Bawang Putih
190,-16.425652,-11.281555,5.144096999999999,0.6868253996858086,-13.8536035,Non Bawang Putih
191,-15.015028,-8.602163000000001,6.412864999999998,0.572903560353001,-11.8085955,Bawang Putih
192,-11.722949,-2.6957133,9.0272357,0.2299518064951063,-7.20933115,Non Bawang Putih
193,-16.9036,-10.528018,6.375582000000001,0.6228269717693272,-13.715809,Bawang Putih
194,-13.585122,-7.6500244,5.9350976,0.5631178284596929,-10.6175732,Bawang Putih
195,-13.877408,-8.941734,4.935674000000001,0.6443374728191317,-11.409571,Bawang Putih
196,-15.954156,-8.883977,7.0701789999999995,0.556844059942751,-12.4190665,Bawang Putih
197,-12.387402,-4.1780677000000015,8.209334299999998,0.3372836128188947,-8.28273485,Non Bawang Putih
198,-15.255381,-8.776407,6.478973999999999,0.5752991026576131,-12.015894,Non Bawang Putih
199,-15.553137,-8.95805,6.5950869999999995,0.5759641929470563,-12.2555935,Non Bawang Putih
200,-15.353699,-7.0663238,8.2873752,0.4602359209985815,-11.2100114,Bawang Putih
201,-10.679395,-5.1155370000000016,5.563857999999998,0.47901000009832034,-7.8974660000000005,Non Bawang Putih
202,-15.957445000000002,-8.996851,6.960594000000002,0.563802726564309,-12.477148,Bawang Putih
203,-16.189573,-10.822569,5.367004,0.6684900830923707,-13.506070999999999,Non Bawang Putih
204,-10.362616,-3.5102127,6.852403299999999,0.33873808505497066,-6.93641435,Non Bawang Putih
205,-14.469627,-10.894119,3.5755079999999992,0.7528956344209841,-12.681873,Non Bawang Putih
206,-16.537132,-10.0706005,6.4665315,0.6089689856741786,-13.303866249999999,Bawang Putih
207,-16.756676000000002,-9.887459,6.869217000000003,0.5900608808095351,-13.322067500000001,Bawang Putih
208,-13.663631,-7.198991,6.46464,0.5268724689652406,-10.431311,Non Bawang Putih
209,-14.342483499999998,-9.405473,4.937010499999998,0.6557771532384891,-11.87397825,Bawang Putih
210,-15.2453165,-8.932611,6.3127055,0.5859249297972922,-12.08896375,Bawang Putih
211,-14.57961,-9.048592,5.531018000000001,0.6206333365570135,-11.814101,Bawang Putih
212,-15.178368,-7.7411413,7.437226700000001,0.5100114386474224,-11.45975465,Non Bawang Putih
213,-12.97269,-8.88217,4.09052,0.68468220546394,-10.927430000000001,Non Bawang Putih
214,-15.806331,-9.97138,5.834951,0.6308472219138015,-12.8888555,Bawang Putih
215,-3.7668614,-1.0878563,2.6790050999999995,0.28879647655738017,-2.42735885,Non Bawang Putih
216,-17.264706,-9.804054,7.460652,0.5678668376976707,-13.53438,Bawang Putih
217,-3.7717319,4.3419085,8.1136404,-1.1511710310056766,0.28508829999999996,Non Bawang Putih
218,-10.026834,-2.2918763,7.734957699999999,0.22857427379370202,-6.15935515,Non Bawang Putih
219,-6.156576599999998,-0.60919005,5.547386549999999,0.09894947948832476,-3.382883324999999,Non Bawang Putih
220,-6.595146700000001,-1.9673469,4.627799800000001,0.2983022197216629,-4.2812468,Non Bawang Putih
221,-15.437503,-8.792,6.645503,0.5695221565301073,-12.1147515,Bawang Putih
222,-17.525667000000002,-9.10425,8.421417000000002,0.5194809418665777,-13.314958500000001,Non Bawang Putih
223,-14.590155,-9.558267,5.031887999999999,0.6551175775719998,-12.074211,Bawang Putih
224,-13.6491,-10.041832,3.6072680000000013,0.735713856591277,-11.845466,Bawang Putih
225,-13.7341585,-5.189567,8.5445915,0.37785838863007154,-9.46186275,Non Bawang Putih
226,-8.879351,-0.6498518,8.2294992,0.07318685791337677,-4.7646014,Non Bawang Putih
227,-17.589188,-9.161057,8.428131,0.5208345604129082,-13.3751225,Bawang Putih
228,-13.535689,-7.219941,6.315747999999999,0.5334003315235745,-10.377815,Bawang Putih
229,-7.532245,-0.795788,6.736457,0.10565083849503037,-4.1640165,Non Bawang Putih
230,-12.332806,-6.0591803,6.273625699999999,0.49130589583587064,-9.19599315,Bawang Putih
231,-16.91341,-9.3306875,7.582722499999999,0.5516739380172302,-13.12204875,Non Bawang Putih
232,-14.405425,-8.135994,6.269430999999999,0.5647868077477756,-11.270709499999999,Bawang Putih
233,-2.9989843,2.784311,5.783295300000001,-0.9284179980535411,-0.10733664999999992,Non Bawang Putih
234,-16.149454000000002,-5.7497435,10.399710500000001,0.35603330614149553,-10.949598750000002,Non Bawang Putih
235,-12.213134,-6.1364694,6.0766646,0.5024483805712768,-9.1748017,Bawang Putih
236,-14.407707,-9.796763,4.610944,0.6799668399697467,-12.102235,Non Bawang Putih
237,-16.717442000000002,-9.133033,7.584409000000003,0.5463176124672661,-12.925237500000001,Bawang Putih
238,-16.768307,-10.572698,6.195608999999999,0.6305167241988116,-13.670502500000001,Bawang Putih
239,-16.279093,-11.632112,4.646981,0.7145430031021999,-13.9556025,Bawang Putih
240,-6.327511,-1.2975096000000002,5.0300014,0.20505845031324324,-3.8125103000000005,Non Bawang Putih
241,-16.693554000000002,-9.314559,7.378995000000003,0.5579733950002497,-13.0040565,Non Bawang Putih
242,-15.622977,-11.131101,4.491876000000001,0.7124827105615017,-13.377039,Non Bawang Putih
243,-14.640445,-10.960002,3.6804430000000004,0.7486112614746341,-12.8002235,Non Bawang Putih
244,-14.083125,-7.966381500000002,6.116743499999999,0.5656685927306617,-11.024753250000002,Bawang Putih
245,-14.968991,-8.034601,6.9343900000000005,0.5367496713706355,-11.501796,Bawang Putih
246,-5.887407,0.517016,6.4044229999999995,-0.08781726828126543,-2.6851955,Non Bawang Putih
247,-11.827038,-6.7942100000000005,5.032827999999999,0.5744642065071577,-9.310624,Bawang Putih
248,-12.882722,-3.7317755,9.1509465,0.2896729045305798,-8.30724875,Non Bawang Putih
249,-9.626899,-0.6717549,8.9551441,0.06977894958698538,-5.14932695,Non Bawang Putih
250,-15.106243,-8.49403,6.612212999999999,0.5622860694085221,-11.8001365,Non Bawang Putih
251,-15.622227,-9.379882,6.242345,0.6004190055617551,-12.5010545,Bawang Putih
252,-14.7080965,-11.563578,3.1445185,0.7862049314131165,-13.13583725,Bawang Putih
253,-15.357646,-11.678247,3.679399,0.7604190772466041,-13.5179465,Non Bawang Putih
254,-8.459776,-1.8230802,6.6366958,0.21549981938056043,-5.1414281,Non Bawang Putih
255,-13.702172,-9.038947,4.663224999999999,0.6596725686993274,-11.370559499999999,Bawang Putih
256,-7.6827817,-1.01201,6.6707716999999995,0.13172442476141163,-4.34739585,Non Bawang Putih
257,-14.686355,-8.966199000000003,5.720155999999998,0.6105122067388404,-11.826277000000001,Non Bawang Putih
258,-11.548094,-7.223577499999998,4.324516500000002,0.625521189903719,-9.38583575,Bawang Putih
259,-15.481742,-7.663783599999999,7.817958400000002,0.49502075412443886,-11.5727628,Bawang Putih
260,-14.804823,-7.9911775999999985,6.813645400000002,0.5397685335380232,-11.3980003,Non Bawang Putih
261,-15.888044,-8.30408,7.583964,0.5226621980654133,-12.096062,Non Bawang Putih
262,-15.305558,-10.346975,4.958582999999999,0.6760272967506314,-12.8262665,Non Bawang Putih
263,-14.920032999999998,-9.229106,5.6909269999999985,0.6185714200498083,-12.074569499999999,Bawang Putih
264,-16.99271,-9.060046,7.932663999999999,0.5331725192744419,-13.026378,Non Bawang Putih
265,-14.845356,-10.0618725,4.783483500000001,0.6777791317365511,-12.453614250000001,Bawang Putih
266,-16.202353,-9.716231,6.486121999999998,0.5996802439744401,-12.959292,Non Bawang Putih
267,-15.200493,-8.086403,7.114089999999999,0.5319829429216539,-11.643448,Bawang Putih
268,-13.878601000000002,-9.247171,4.631430000000002,0.6662898515491582,-11.562886,Bawang Putih
269,-10.110766,-4.907570400000001,5.203195599999999,0.4853806724436112,-7.5091682,Non Bawang Putih
270,-11.667114,-9.924695,1.742419,0.8506555262938204,-10.795904499999999,Bawang Putih
271,-8.369911,-2.8809643,5.4889467,0.3442048905896371,-5.62543765,Non Bawang Putih
272,-14.459226999999998,-7.5507717,6.908455299999998,0.5222112980175221,-11.004999349999999,Non Bawang Putih
273,-5.835401,-0.74447864,5.09092236,0.12757968818252594,-3.28993982,Non Bawang Putih
274,-0.30021775,6.0237813,6.323999049999999,-20.064707366569763,2.861781775,Non Bawang Putih
275,-15.220251,-9.494858,5.725392999999999,0.6238305794037169,-12.357554499999999,Bawang Putih
276,-15.401349,-10.056398,5.344951,0.6529556599230366,-12.728873499999999,Bawang Putih
277,-12.532092,-7.775369,4.756723,0.6204366357987158,-10.1537305,Bawang Putih
278,-14.887988,-8.758344000000001,6.129643999999999,0.5882825805609194,-11.823166,Non Bawang Putih
279,-9.293175,-4.155207,5.137968,0.44712458336359745,-6.724190999999999,Non Bawang Putih
280,-15.175057,-8.580081,6.594976000000001,0.565406838340047,-11.877569000000001,Bawang Putih
281,-14.469535999999998,-9.280426,5.189109999999998,0.6413768900398742,-11.874980999999998,Bawang Putih
282,-15.021643,-6.2170544,8.804588599999999,0.41387312959041833,-10.6193487,Bawang Putih
283,-15.495419,-9.111918,6.383501000000001,0.5880394715367168,-12.3036685,Bawang Putih
284,-10.793311,-4.484928599999999,6.3083824,0.4155285250281401,-7.6391198,Non Bawang Putih
285,-5.679763,0.11240157,5.792164570000001,-0.019789834540631362,-2.783680715,Non Bawang Putih
286,-15.597837,-9.436676,6.161161,0.6049990136452894,-12.5172565,Bawang Putih
287,-13.994067,-8.384446,5.609620999999999,0.599142908205313,-11.189256499999999,Bawang Putih
288,-13.6494,-5.8601227,7.7892773,0.4293318900464489,-9.754761349999999,Bawang Putih
289,-14.1666155,-8.756414,5.410201500000001,0.6181020442038537,-11.46151475,Bawang Putih
