,VH,VV,Class
1805,-14.793843,-6.2450175,Bawang Putih
1806,-13.467399,-7.972982400000001,Bawang Putih
1807,-12.535112,-7.265841,Bawang Putih
1808,-14.887922,-8.426156,Non Bawang Putih
1809,-4.9831867,-2.6672885,Non Bawang Putih
1810,-12.608109,-7.255153999999999,Bawang Putih
1811,-13.405057,-9.420027,Bawang Putih
1812,-14.4273205,-7.873587,Non Bawang Putih
1813,-9.256527,-0.54527086,Non Bawang Putih
1814,-13.132205,-9.201701,Bawang Putih
1815,-14.002537,-8.90995,Bawang Putih
1816,-15.893943,-6.692775,Bawang Putih
1817,-12.566132,-5.842472,Bawang Putih
1818,-12.646155,-9.816443,Bawang Putih
1819,-13.961073999999998,-9.040393,Bawang Putih
1820,-12.219222,-4.8305793,Bawang Putih
1821,-15.467665,-9.226759,Non Bawang Putih
1822,-16.691881,-9.158283,Bawang Putih
1823,-15.132317,-10.370047,Bawang Putih
1824,-12.869357,-7.9410257,Non Bawang Putih
1825,-15.225403,-8.813875999999997,Non Bawang Putih
1826,-16.071614999999998,-8.723417999999999,Bawang Putih
1827,-12.500946,-7.6275287,Bawang Putih
1828,-4.620757599999999,1.2920014,Non Bawang Putih
1829,-14.202614,-8.921616,Non Bawang Putih
1830,-13.240824,-9.8052635,Bawang Putih
1831,-8.502434,-0.5134206,Non Bawang Putih
1832,-12.560579,-7.794936999999999,Bawang Putih
1833,-14.653757,-7.9660425,Bawang Putih
1834,-8.090956,2.0093490000000003,Non Bawang Putih
1835,-7.838647,-2.2170486,Non Bawang Putih
1836,-13.604697,-8.517921000000001,Bawang Putih
1837,-13.768051000000002,-11.81011,Bawang Putih
1838,-14.651539,-8.235419,Non Bawang Putih
1839,-12.884577,-10.343258,Bawang Putih
1840,-15.052337,-6.350453400000001,Bawang Putih
1841,-15.049565,-9.549491,Bawang Putih
1842,-13.2425585,2.9574792000000003,Non Bawang Putih
1843,-14.026329999999998,-6.967146400000002,Bawang Putih
1844,-17.861496,-7.786034599999999,Bawang Putih
1845,-13.967747,-9.078621,Bawang Putih
1846,-14.9086275,-7.158988000000001,Bawang Putih
1847,-14.186711,-7.755153699999998,Bawang Putih
1848,-16.40196,-8.81991,Non Bawang Putih
1849,-14.687618,-8.27131,Bawang Putih
1850,-16.886398,-9.743129,Bawang Putih
1851,-14.421803,-7.145867999999999,Non Bawang Putih
1852,-10.153298,-4.659459,Non Bawang Putih
1853,-17.738096,-11.039987,Non Bawang Putih
1854,-13.398496,-8.138773,Bawang Putih
1855,-14.210707,-7.213177000000001,Non Bawang Putih
1856,-14.848648,-7.642206699999999,Bawang Putih
1857,-15.723499,-9.51875,Non Bawang Putih
1858,-12.710116,-5.4935274000000005,Bawang Putih
1859,-7.0159774000000015,-1.0436952,Non Bawang Putih
1860,-16.423832,-9.687043,Bawang Putih
1861,-13.766236,-8.264754,Bawang Putih
1862,-13.973601,-2.3836398,Non Bawang Putih
1863,-14.918885,-9.112234,Non Bawang Putih
1864,-14.274272,-10.169591,Bawang Putih
1865,-15.468728,-7.817222,Bawang Putih
1866,-15.721438,-11.111832,Bawang Putih
1867,-14.05342,-7.9617676999999984,Bawang Putih
1868,-12.969092,-7.2357106,Bawang Putih
1869,-13.439817,-11.599092,Bawang Putih
1870,-13.123769,-9.391022,Bawang Putih
1871,-15.663865,-1.6302756,Non Bawang Putih
1872,-14.237857,-8.268998,Non Bawang Putih
1873,-12.693671,-5.573074299999999,Bawang Putih
1874,-11.6061325,-7.618582000000001,Bawang Putih
1875,-14.012239,-9.55656,Bawang Putih
1876,-6.950646000000001,-3.0219605,Non Bawang Putih
1877,-6.651235000000002,2.0453255,Non Bawang Putih
1878,-14.97347,-7.569725,Bawang Putih
1879,-16.838524,-10.404866,Bawang Putih
1880,-15.731462,-7.2713046000000015,Bawang Putih
1881,-14.512774,-10.985124,Bawang Putih
1882,-14.951031,-5.4098997,Bawang Putih
1883,-14.457586,-7.683343400000001,Bawang Putih
1884,-16.640676000000006,-7.8465977,Non Bawang Putih
1885,-14.127418,-8.327039,Bawang Putih
1886,-16.99157,-9.349831,Bawang Putih
1887,-14.228187,-9.596538,Bawang Putih
1888,-12.906839,-7.166737,Bawang Putih
1889,-14.004454999999998,-8.441614999999999,Non Bawang Putih
1890,-16.93688,-7.508964,Bawang Putih
1891,-15.737451,-10.444349,Non Bawang Putih
1892,-10.449889,-2.2338328,Non Bawang Putih
1893,-16.237686,-10.69914,Non Bawang Putih
1894,-10.378837,-2.3971395,Non Bawang Putih
1895,-18.152122,-11.760393,Non Bawang Putih
1896,-14.774143,-8.773042,Bawang Putih
1897,-15.779149,-9.663175,Non Bawang Putih
1898,-14.503216,-7.592283,Bawang Putih
1899,-16.068344,-9.146804,Non Bawang Putih
1900,-14.385826000000002,-7.904064,Bawang Putih
1901,-13.714345000000002,-9.997168,Non Bawang Putih
1902,-15.514713,-8.114237,Non Bawang Putih
1903,-8.376536,-3.6374495,Non Bawang Putih
1904,-13.977291,-11.17537,Bawang Putih
1905,-11.565436,-3.0020165,Non Bawang Putih
1906,-17.474997000000002,-9.732947,Bawang Putih
1907,-16.251297,-10.017021000000002,Non Bawang Putih
1908,-10.938127,-2.7292864,Non Bawang Putih
1909,-16.353512,-11.361146000000002,Bawang Putih
1910,-14.743801,-8.9410715,Bawang Putih
1911,-15.833425,-7.537037400000001,Non Bawang Putih
1912,-14.634857,-8.445623,Non Bawang Putih
1913,-13.811960999999998,-8.406532,Bawang Putih
1914,-3.2723093,2.04847,Non Bawang Putih
1915,-15.033156,-7.1420520000000005,Bawang Putih
1916,-15.008623000000002,-8.148152,Bawang Putih
1917,-15.46734,-9.417088,Bawang Putih
1918,-14.779192000000002,-10.33792,Non Bawang Putih
1919,-7.606902000000002,0.9533661,Non Bawang Putih
1920,-16.20611,-9.629057,Non Bawang Putih
1921,-11.510015,-6.545687,Bawang Putih
1922,-13.785171,-6.8749785,Bawang Putih
1923,-12.91811,-6.0696554,Bawang Putih
1924,-16.355843,-8.28947,Non Bawang Putih
1925,-10.535263,-0.75145084,Non Bawang Putih
1926,-14.15567,-8.148669,Bawang Putih
1927,-15.040178,-7.862825,Bawang Putih
1928,-13.905844,-4.588993,Non Bawang Putih
1929,-14.779808,-8.297955,Bawang Putih
1930,-15.725896,-11.914558,Bawang Putih
1931,-13.423544,-8.63437,Bawang Putih
1932,-14.226757999999998,-8.333666000000001,Bawang Putih
1933,-13.706366,-9.763608,Non Bawang Putih
1934,-16.711401000000002,-6.940188,Non Bawang Putih
1935,-15.052495,-8.797934,Bawang Putih
1936,-15.977709,-9.742332,Non Bawang Putih
1937,-6.2484160000000015,0.9836167,Non Bawang Putih
1938,-7.135414,-2.1556325000000003,Non Bawang Putih
1939,-15.819695,-8.599461,Non Bawang Putih
1940,-13.805973000000002,-7.5889573000000015,Bawang Putih
1941,-14.0101595,-7.901699000000002,Bawang Putih
1942,-9.937415,-1.9536546,Non Bawang Putih
1943,-14.628278,-10.915963,Bawang Putih
1944,-11.215786,-3.6642947,Non Bawang Putih
1945,-13.645523,-8.21827,Bawang Putih
1946,-13.161210999999998,-3.5235476,Non Bawang Putih
1947,-15.642891,-8.589375500000001,Non Bawang Putih
1948,-11.048846,-5.0711083,Non Bawang Putih
1949,-16.403301000000006,-10.269555,Bawang Putih
1950,-12.872662,-6.526396,Bawang Putih
1951,-14.928876,-8.375511999999999,Non Bawang Putih
1952,-14.589476,-13.240596,Non Bawang Putih
1953,-14.669854,-9.400876,Non Bawang Putih
1954,-16.364276999999998,-8.750459,Non Bawang Putih
1955,-14.92956,-7.6059556,Bawang Putih
1956,-14.760057000000002,-10.151416,Non Bawang Putih
1957,-13.880999999999998,-10.333939,Bawang Putih
1958,-16.295313,-9.115543,Bawang Putih
1959,-15.840727,-9.04066,Bawang Putih
1960,-13.491892000000002,-5.944403,Bawang Putih
1961,-17.852835,-9.935281,Non Bawang Putih
1962,-11.618715,-6.763889,Non Bawang Putih
1963,-14.615985,-11.9788475,Bawang Putih
1964,-13.351166,-8.501476,Non Bawang Putih
1965,-12.765055,-7.615108999999999,Non Bawang Putih
1966,-5.422376,3.5845597,Non Bawang Putih
1967,-17.832357000000005,-9.038092,Non Bawang Putih
1968,-6.12091,0.6651176,Non Bawang Putih
1969,-15.791744,-9.8734865,Bawang Putih
1970,-15.345476,-10.792508,Non Bawang Putih
1971,-12.023708,-2.9939134,Non Bawang Putih
1972,-6.22106,-0.39179724,Non Bawang Putih
1973,-12.93054,-1.3719988,Non Bawang Putih
1974,-11.618562,-0.8940882,Non Bawang Putih
1975,-13.822149,-9.124975,Bawang Putih
1976,-16.817322,-8.928555000000003,Bawang Putih
1977,-7.675545,-1.3203676000000002,Non Bawang Putih
1978,-12.910183,-7.9723454,Bawang Putih
1979,-15.923476999999998,-12.186754,Bawang Putih
1980,-9.199345,-0.3780075,Non Bawang Putih
1981,-12.940144,-8.135504,Bawang Putih
1982,-11.473212,-4.6325910000000015,Non Bawang Putih
1983,-12.673522,0.061484534,Non Bawang Putih
1984,-13.585388,-9.135121,Bawang Putih
1985,-13.837231,-6.6901259999999985,Non Bawang Putih
1986,-15.408372,-9.719038,Bawang Putih
1987,-14.879751,-8.58356,Non Bawang Putih
1988,-14.519706,-8.917531,Bawang Putih
1989,-8.764713,-2.5815928,Non Bawang Putih
1990,-14.998044,-10.6488695,Bawang Putih
1991,-11.81133,-3.7439728,Non Bawang Putih
1992,-10.611841,-4.026953,Non Bawang Putih
1993,-13.162745,-8.562736,Bawang Putih
1994,-14.277957999999998,-1.4722023000000002,Non Bawang Putih
1995,-14.468275,-5.9319663,Non Bawang Putih
1996,-14.819527,-8.449912,Bawang Putih
1997,-15.113796,-9.738645,Bawang Putih
1998,-15.481320000000002,-10.097195,Bawang Putih
1999,-16.223257,-9.445168,Bawang Putih
2000,-10.585657,-2.945409,Non Bawang Putih
2001,-15.827661,-11.007066,Non Bawang Putih
2002,-10.052374,-2.4642048,Non Bawang Putih
2003,-1.7507988,2.3779786,Non Bawang Putih
2004,-15.8447275,-10.232461,Non Bawang Putih
2005,-3.65854,1.6010953,Non Bawang Putih
2006,-17.897692000000006,-10.817447,Non Bawang Putih
2007,-17.046944,-7.174351,Bawang Putih
2008,-12.227315,-6.7622943,Non Bawang Putih
2009,-14.912403,-7.544313000000002,Non Bawang Putih
2010,-16.471434,-8.4774685,Non Bawang Putih
2011,-14.109862,-7.697127,Bawang Putih
2012,-15.706378,-10.84815,Non Bawang Putih
2013,-12.503802,-9.1545,Bawang Putih
2014,-9.448649,0.6023258,Non Bawang Putih
2015,-16.051994,-9.554433,Bawang Putih
2016,-18.062592,-11.262325,Non Bawang Putih
2017,-14.096667000000002,-7.979253,Bawang Putih
2018,-14.660521,-9.14985,Non Bawang Putih
2019,-17.236837,-10.036734,Non Bawang Putih
2020,-15.518553,-10.776929,Non Bawang Putih
2021,-15.185062,-8.658697,Bawang Putih
2022,-13.816331,-10.6617775,Non Bawang Putih
2023,-15.44743,-8.506563,Non Bawang Putih
2024,-13.29705,-8.477037,Non Bawang Putih
2025,-14.9172325,-9.292852,Non Bawang Putih
2026,-6.2814565,-0.7120469,Non Bawang Putih
2027,-11.371902,-1.8650497,Non Bawang Putih
2028,-13.825263,-10.637639,Non Bawang Putih
2029,-16.443214,-10.136001,Bawang Putih
2030,-16.773943,-9.9177065,Non Bawang Putih
2031,-15.976004,-8.246421,Non Bawang Putih
2032,-16.281485,-10.06219,Non Bawang Putih
2033,-15.785203,-9.64239,Non Bawang Putih
2034,-14.314362,-9.40706,Non Bawang Putih
2035,-15.543515,-8.375857,Bawang Putih
2036,-15.726648999999998,-7.5149050000000015,Non Bawang Putih
2037,-16.438955,-6.2350926,Bawang Putih
2038,-14.847584,-8.4983225,Bawang Putih
2039,-11.474145,-8.565809,Non Bawang Putih
2040,-13.503012,-7.619187400000001,Non Bawang Putih
2041,-16.050503,-9.297145,Non Bawang Putih
2042,-10.282997,-0.48668912,Non Bawang Putih
2043,-14.916771,-6.473174,Bawang Putih
2044,-15.0967045,-10.187854,Non Bawang Putih
2045,-11.408308,-4.283026,Non Bawang Putih
2046,-4.796514,-0.08099239,Non Bawang Putih
2047,-13.837592,-9.18232,Bawang Putih
2048,-11.565843,-2.0468388,Non Bawang Putih
2049,-14.917779,-6.6196575,Bawang Putih
2050,-15.632832,-8.197747,Non Bawang Putih
2051,-16.35321,-8.797130000000003,Bawang Putih
2052,-13.654456,-9.593786,Bawang Putih
2053,-8.446477,-1.9738468,Non Bawang Putih
2054,-11.425716,0.10154243,Non Bawang Putih
2055,-9.101611,-1.6865275000000002,Non Bawang Putih
2056,-17.006485,-9.323629,Non Bawang Putih
2057,-15.361482999999998,-9.375794,Non Bawang Putih
2058,-13.552019,-7.132544500000002,Non Bawang Putih
2059,-13.950999,-5.788607,Bawang Putih
2060,-14.875192000000002,-10.182382,Bawang Putih
2061,-10.622745,-2.6459384,Non Bawang Putih
2062,-14.727379,-7.65655,Bawang Putih
2063,-14.50149,-8.795435000000001,Non Bawang Putih
2064,-16.836063,-10.739771,Non Bawang Putih
2065,-12.607186,-6.131507,Bawang Putih
2066,-11.645422,-7.1930622999999985,Bawang Putih
2067,-9.251891,-4.4611306,Non Bawang Putih
2068,-13.121138,-3.7830982,Non Bawang Putih
2069,-12.835703,-7.3488317,Bawang Putih
2070,-12.924257,-8.764253,Bawang Putih
2071,-15.416512,-9.729573,Bawang Putih
2072,-15.551098,-8.626241,Bawang Putih
2073,-12.540217,-10.6529875,Bawang Putih
2074,-15.004167,-3.5200503,Non Bawang Putih
2075,-14.35429,-9.835089,Bawang Putih
2076,-15.964460999999998,-9.956174,Non Bawang Putih
2077,-15.40494,-10.672154,Bawang Putih
2078,-9.368925,-1.0765566,Non Bawang Putih
2079,-17.16712,-11.044075,Bawang Putih
2080,-15.348778,-8.373997,Bawang Putih
2081,-14.042843,-9.331263,Non Bawang Putih
2082,-14.777783,-7.5977869999999985,Bawang Putih
2083,-8.422224,-3.3354962,Non Bawang Putih
2084,-10.665542,-6.4328685,Bawang Putih
2085,-15.045683,-12.889628,Bawang Putih
2086,-15.453404,-9.338263,Bawang Putih
2087,-7.8576717,-2.3874032000000005,Non Bawang Putih
2088,-11.894714,-6.0209064,Bawang Putih
2089,-5.0197315,0.83289504,Non Bawang Putih
2090,-15.580704999999998,-8.720754,Bawang Putih
2091,-15.082556,-9.622959,Non Bawang Putih
2092,-15.05107,-6.251574,Bawang Putih
2093,-14.45024,-11.240798,Non Bawang Putih
2094,-15.506095000000002,-10.435417,Non Bawang Putih
2095,-15.630473,-12.808539,Bawang Putih
2096,-5.253069,1.5472406,Non Bawang Putih
2097,-15.289732,-7.585843,Bawang Putih
2098,-15.661682,-9.923584,Non Bawang Putih
2099,-13.787548,-9.434292999999998,Non Bawang Putih
2100,-15.347934,-9.545858,Bawang Putih
2101,-12.5664,-9.949178,Bawang Putih
2102,-4.4921803,1.01853,Non Bawang Putih
2103,-14.569792,-8.866958,Bawang Putih
2104,-15.095906,-9.103392,Bawang Putih
2105,-14.847189000000002,-10.007288,Non Bawang Putih
2106,-13.706823000000002,-9.304393,Bawang Putih
2107,-14.177582,-8.548077000000001,Non Bawang Putih
2108,-14.439665,-5.6827435,Bawang Putih
2109,-14.094241,-3.1998446,Non Bawang Putih
2110,-4.7055225,-2.4133184,Non Bawang Putih
2111,-9.615199,-1.1251113,Non Bawang Putih
2112,-15.214214000000002,-12.293694,Non Bawang Putih
2113,-14.251578,-11.165769,Non Bawang Putih
2114,-17.045885000000002,-10.656688,Non Bawang Putih
2115,-14.264359,-10.815043,Bawang Putih
2116,-15.489157999999998,-8.732312,Bawang Putih
2117,-14.188271,-8.291163000000001,Bawang Putih
2118,-12.83468,-5.5815206,Bawang Putih
2119,-15.481726,-9.647648,Bawang Putih
2120,-14.495885,-8.629091,Bawang Putih
2121,-15.681706,-7.524369,Bawang Putih
2122,-13.41323,-8.735843,Non Bawang Putih
2123,-15.824359,-9.355912,Non Bawang Putih
2124,-17.49858,-11.160755,Non Bawang Putih
2125,-16.040194,-8.788385,Non Bawang Putih
2126,-13.154179,-8.683894,Non Bawang Putih
2127,-15.012142,-9.645225,Non Bawang Putih
2128,-10.024851,-2.296491,Non Bawang Putih
2129,-6.9598436,-0.09627168,Non Bawang Putih
2130,-12.580098,-8.567263,Bawang Putih
2131,-11.912162,-9.448551,Bawang Putih
2132,-15.704463,-6.807044500000001,Bawang Putih
2133,-15.7032175,-8.953801,Bawang Putih
2134,-12.032038,1.768616,Non Bawang Putih
2135,-14.471726,-7.6742907,Bawang Putih
2136,-14.939334,-7.8429017,Bawang Putih
2137,-18.850227,-10.949321,Non Bawang Putih
2138,-13.857874,-6.775683,Bawang Putih
2139,-13.933932,-8.001028999999999,Bawang Putih
2140,-12.268947,-6.0278125,Bawang Putih
2141,-11.534298,-5.887763,Bawang Putih
2142,-17.038675,-8.9849415,Bawang Putih
2143,-15.222874,-10.801043,Bawang Putih
2144,-14.387712,-11.308787,Non Bawang Putih
2145,-13.581347,-9.648474,Bawang Putih
2146,-8.57812,-4.0113629999999985,Non Bawang Putih
2147,-12.7363,-8.354009,Bawang Putih
2148,-10.557977,-3.5341344,Non Bawang Putih
2149,-15.949743,-9.925089,Non Bawang Putih
2150,-15.905595000000002,-8.848283,Bawang Putih
2151,-15.258929,-8.081703,Bawang Putih
2152,-11.478072,2.0355978,Non Bawang Putih
2153,-13.721685,-9.199721,Non Bawang Putih
2154,-13.568423,-5.646235,Bawang Putih
2155,-16.31681,-9.6201935,Non Bawang Putih
2156,-8.765882000000001,-2.5398786,Non Bawang Putih
2157,-14.355261,-9.673706,Bawang Putih
2158,-17.4028,-9.922968,Non Bawang Putih
2159,-5.523432,-1.3146296,Non Bawang Putih
2160,-15.572743,-8.507596000000001,Bawang Putih
2161,-10.956714,-0.4941902,Non Bawang Putih
2162,-16.009335,-9.030015,Non Bawang Putih
2163,-14.921137,-7.143033999999999,Bawang Putih
2164,-16.878565,-9.229278,Bawang Putih
2165,-14.705473,-9.8626585,Bawang Putih
2166,-13.864832,-10.511551,Non Bawang Putih
2167,-15.784531,-10.857229,Bawang Putih
2168,-12.976416,-8.807567,Bawang Putih
2169,-11.801802,-5.4440584,Non Bawang Putih
2170,-17.500872,-7.809172599999999,Non Bawang Putih
2171,-15.235065,-8.37204,Bawang Putih
2172,-14.384629,-5.758411,Bawang Putih
2173,-12.194257,-1.5790879999999998,Non Bawang Putih
2174,-13.716315,-9.439195,Bawang Putih
2175,-13.241805,-6.7151165,Bawang Putih
2176,-8.499564,-3.0254743,Non Bawang Putih
2177,-10.003186,-0.70504844,Non Bawang Putih
2178,-12.722086,-6.1803865,Bawang Putih
2179,-15.424287,-9.430797,Bawang Putih
2180,-12.159892,-9.435371,Bawang Putih
2181,-17.28099,-13.202058,Non Bawang Putih
2182,-13.55954,-10.100372,Non Bawang Putih
2183,-13.999195,-7.939605,Bawang Putih
2184,-14.74906,-5.1536465,Bawang Putih
2185,-14.435992,-10.482463,Bawang Putih
2186,-14.925462,-8.873064,Bawang Putih
2187,-7.8654795,-1.8194095,Non Bawang Putih
2188,-15.246481,-7.487067,Non Bawang Putih
2189,-14.926965,-8.099962,Bawang Putih
2190,-14.9480505,-7.751008500000001,Bawang Putih
2191,-14.854857999999998,-6.689365,Bawang Putih
2192,-13.464285999999998,-8.242806,Bawang Putih
2193,-13.389849,-7.021047599999998,Bawang Putih
2194,-13.309555,-6.9811770000000015,Bawang Putih
2195,-10.435013,-2.556848,Non Bawang Putih
2196,-2.9597352000000003,1.5213193,Non Bawang Putih
2197,-15.198674,-10.515814,Bawang Putih
2198,-15.729704000000002,-9.367909,Non Bawang Putih
2199,-13.342382999999998,-11.145937,Bawang Putih
2200,-15.246364000000002,-9.978173,Bawang Putih
2201,-11.9717455,-6.5561880000000015,Bawang Putih
2202,-14.357373,-10.443448,Bawang Putih
2203,-11.74472,-2.4303377,Non Bawang Putih
2204,-13.353846,-10.290085,Non Bawang Putih
2205,-14.980144,-9.979361,Bawang Putih
2206,-14.830672,-7.904045599999999,Bawang Putih
2207,-13.812821,-6.737453,Bawang Putih
2208,-13.365824,-7.5301766,Bawang Putih
2209,-14.264645000000002,-13.099426,Non Bawang Putih
2210,-10.062869,-3.2396178,Non Bawang Putih
2211,-11.137849,-8.173127000000001,Bawang Putih
2212,-7.06479,-0.114529066,Non Bawang Putih
2213,-17.498137,-9.978609,Non Bawang Putih
2214,-18.120192000000007,-12.265829,Non Bawang Putih
2215,-13.552620999999998,-10.435239,Bawang Putih
2216,-14.201689000000002,-8.01633,Bawang Putih
2217,-6.2995353,-0.6789251000000001,Non Bawang Putih
2218,-14.818,-7.633808599999999,Bawang Putih
2219,-15.522293,-8.537574000000001,Bawang Putih
2220,-13.132585,-6.777635000000001,Bawang Putih
2221,-15.689343,-9.616567,Non Bawang Putih
2222,-8.226425,-1.299955,Non Bawang Putih
2223,-16.305393,-9.040667,Bawang Putih
2224,-14.804729,-8.591275,Bawang Putih
2225,-15.052839,-0.14277206,Non Bawang Putih
2226,-12.439139,-5.509483,Bawang Putih
2227,-15.095539000000002,-6.928887,Bawang Putih
2228,-11.863327,-0.5672199,Non Bawang Putih
2229,-10.338401,-1.3642642,Non Bawang Putih
2230,-12.827036,-5.6030207,Non Bawang Putih
2231,-6.038758799999999,-1.5945659,Non Bawang Putih
2232,-12.806074,-6.7419660000000015,Bawang Putih
2233,-6.835396,-0.37092024,Non Bawang Putih
2234,-16.429142000000002,-10.395584,Non Bawang Putih
2235,-15.288784,-10.762845,Non Bawang Putih
2236,-16.87114,-9.845902,Non Bawang Putih
2237,-15.21863,-9.39473,Non Bawang Putih
2238,-13.332453,-5.504765,Non Bawang Putih
2239,-7.1735992,0.2033924,Non Bawang Putih
2240,-15.606338,-8.997428999999997,Non Bawang Putih
2241,-14.981448,-8.602332,Bawang Putih
2242,-12.770566,-8.729514,Bawang Putih
2243,-17.730158,-10.530076,Non Bawang Putih
2244,-9.3188505,-1.6567221999999997,Non Bawang Putih
2245,-13.218134,-8.592994000000001,Bawang Putih
2246,-11.99658,-0.767933,Non Bawang Putih
2247,-15.576387,-9.59899,Non Bawang Putih
2248,-2.8551679,3.1861567,Non Bawang Putih
2249,-14.470529,-10.589238,Bawang Putih
2250,-8.219543,-0.9923463,Non Bawang Putih
2251,-13.109070999999998,-8.09142,Bawang Putih
2252,-12.8997135,-5.418107,Bawang Putih
2253,-13.615194,-9.082083,Non Bawang Putih
2254,-15.767747,-6.439071,Non Bawang Putih
2255,-11.207105,-5.2793617,Bawang Putih
2256,-15.170013,-10.010542,Non Bawang Putih
2257,-14.479920000000002,-8.965016,Bawang Putih
2258,-14.216545000000002,-7.5178056,Bawang Putih
2259,-13.076809,-8.184398,Non Bawang Putih
2260,-14.606304000000002,-10.019855499999998,Non Bawang Putih
2261,-9.806362,-4.401048,Non Bawang Putih
2262,-8.440008,-0.48843318,Non Bawang Putih
2263,-15.165936,-8.887115,Bawang Putih
2264,-14.692664,-8.589538000000001,Bawang Putih
2265,-13.931686,-5.955136,Bawang Putih
2266,-13.518207,-6.226089,Bawang Putih
2267,-16.332022,-8.5245695,Bawang Putih
2268,-15.34132,-10.011358,Non Bawang Putih
2269,-15.50186,-9.470679,Bawang Putih
2270,-13.450636,1.1663026,Non Bawang Putih
2271,-15.281588,-7.715259599999999,Bawang Putih
2272,-16.43274,-11.738546,Non Bawang Putih
2273,-14.493529,-9.41682,Bawang Putih
2274,-15.195465,-7.0576786999999985,Bawang Putih
2275,-14.928920000000002,-9.8009,Non Bawang Putih
2276,-14.638472,-6.9261518,Bawang Putih
2277,-13.130473,-9.34716,Bawang Putih
2278,-11.487148,-7.7910337,Bawang Putih
2279,-14.340751999999998,-8.999473,Bawang Putih
2280,-14.751260999999998,-9.3461275,Bawang Putih
2281,-16.484692000000006,-9.530166,Non Bawang Putih
2282,-15.278839,-8.775774,Bawang Putih
2283,-14.129701999999998,-8.569232000000001,Bawang Putih
2284,-16.840555,-9.53382,Bawang Putih
2285,-13.615322,-5.8145523,Non Bawang Putih
2286,-14.045105,-7.7598696,Non Bawang Putih
2287,-15.920929999999998,-10.945548,Bawang Putih
2288,-13.95473,-7.696472,Bawang Putih
2289,-4.9627843,1.7510697,Non Bawang Putih
2290,-8.19421,-1.7421721,Non Bawang Putih
2291,-17.524689000000002,-8.5868845,Non Bawang Putih
2292,-12.499119,-8.896586,Non Bawang Putih
2293,-14.360343,-7.845679799999999,Bawang Putih
2294,-10.481211,-5.372578,Non Bawang Putih
2295,-14.100433,-9.031774,Bawang Putih
2296,-14.417202,-10.14872,Bawang Putih
2297,-17.527954,-8.962205,Bawang Putih
2298,-18.419424,-9.500425,Non Bawang Putih
2299,-16.287785999999997,-7.662582,Bawang Putih
2300,-8.424171000000001,-2.340026,Non Bawang Putih
2301,-16.003744,-8.211506,Non Bawang Putih
2302,-16.597198000000002,-11.719192,Non Bawang Putih
2303,-14.177442,-6.7191600000000005,Bawang Putih
2304,-16.315039000000002,-8.739747999999999,Bawang Putih
2305,-12.805354,-8.004149,Non Bawang Putih
2306,-18.28366,-9.53983,Non Bawang Putih
2307,-9.507713,-2.3735046000000004,Non Bawang Putih
2308,-13.657828,-10.468852,Bawang Putih
2309,-15.352488,-8.079727,Bawang Putih
2310,-16.712920999999998,-9.03352,Non Bawang Putih
2311,-14.5206785,-6.671876400000001,Bawang Putih
2312,-15.762757,-10.936592,Non Bawang Putih
2313,-6.0565963,1.2049298000000002,Non Bawang Putih
2314,-13.227707,-7.4842634000000015,Bawang Putih
2315,-7.446902799999998,-1.6260204,Non Bawang Putih
2316,-15.251104000000002,-9.08273,Bawang Putih
2317,-10.01875,-2.9932775,Non Bawang Putih
2318,-14.934676,-7.873642,Bawang Putih
2319,-15.399455,-7.497682000000001,Bawang Putih
2320,-13.78936,-9.204366,Non Bawang Putih
2321,-15.072833,-6.3883953,Bawang Putih
2322,-6.8730845,-0.28020605,Non Bawang Putih
2323,-18.696142,-10.609853,Non Bawang Putih
2324,-12.934506,-1.9134263,Non Bawang Putih
2325,-11.6123,-9.076595,Bawang Putih
2326,-14.590926,-7.8511953,Bawang Putih
2327,-13.496153,-8.023042,Non Bawang Putih
2328,-17.214613,-8.127122,Non Bawang Putih
2329,-15.596223,-8.554444,Bawang Putih
2330,-14.523609,-9.886171,Bawang Putih
2331,-15.29854,-8.955644,Bawang Putih
2332,-17.390362,-9.609492,Non Bawang Putih
2333,-16.054901,-8.926114,Non Bawang Putih
2334,-13.109182999999998,-9.626327,Bawang Putih
2335,-16.131334,-8.702762,Bawang Putih
2336,-14.442379999999998,-8.495844,Bawang Putih
2337,-14.709812,-10.24228,Non Bawang Putih
2338,-11.61245,-4.691162599999998,Non Bawang Putih
2339,-13.409079,-6.7277417,Non Bawang Putih
2340,-14.05356,-8.017545,Bawang Putih
2341,-10.739581,4.2006106,Non Bawang Putih
2342,-15.279265,-3.9544811,Non Bawang Putih
2343,-12.602071,-3.9619749,Non Bawang Putih
2344,-11.757023,-6.546672,Bawang Putih
2345,-17.087421,-8.928930000000003,Non Bawang Putih
2346,-6.0892230000000005,-1.6489526,Non Bawang Putih
2347,-15.917667000000002,-9.766096,Non Bawang Putih
2348,-12.66127,-9.723014,Bawang Putih
2349,-8.092941,-2.1752095,Non Bawang Putih
2350,-11.658297,-6.4585037000000005,Bawang Putih
2351,-16.472172,-11.134001,Non Bawang Putih
2352,-6.4728107,2.262298,Non Bawang Putih
2353,-16.272135000000002,-9.080715,Non Bawang Putih
2354,-7.1180716,-1.5422359,Non Bawang Putih
2355,-15.459229999999998,-6.390981,Bawang Putih
2356,-13.912143,-9.95144,Bawang Putih
2357,-13.584792000000002,-6.5996475000000006,Bawang Putih
