;Nama;Tanggal;X;Y;Lon;Lat;Sigma0_VH_db;Sigma0_VV_db;Class
0;pin_7256;221119;158,5;181,5;116,5396929;-8,384071337;-8,0318775;4,0729127;Non Bawang Putih
1;pin_2003;250719;99,4903629;104,4988019;116,5342483;-8,377428534;-16,969912;-6,497394;Bawang Putih
2;pin_4909;221119;195,5567266;49,63509944;116,542641;-8,372288657;-14,984341;-7,5305467;Non Bawang Putih
3;pin_534;250719;119,4903495;57,498801;116,5359036;-8,373210929;-13,02629;-8,971922;Bawang Putih
4;pin_1342;250719;113,4903528;49,4988015;116,5353485;-8,372517816;-12,979395;-9,032339;Bawang Putih
5;pin_4759;221119;176,5567488;44,6351022;116,5409372;-8,371895667;-17,27478;-10,40931;Non Bawang Putih
6;pin_3559;250719;245,5;92,5;116,5472087;-8,375980301;-18,077139;-10,517617;Bawang Putih
7;pin_393;250719;123,4903499;139,4987999;116,5364765;-8,380466787;-14,185844;-7,7729464;Bawang Putih
8;pin_5438;221119;289,8706466;39,19061707;116,5510053;-8,3711145;-15,562185;-10,008677;Non Bawang Putih
9;pin_7203;221119;155,5;178,5;116,539418;-8,383813413;-11,893711;0,47833788;Non Bawang Putih
10;pin_6065;221119;227,8706882;179,19062;116,5458595;-8,383683601;-10,246236;-3,1536486;Non Bawang Putih
11;pin_5783;221119;229,8706887;229,1906193;116,5461701;-8,388108894;-11,592901;-4,016304;Non Bawang Putih
12;pin_2404;250719;172,4903171;24,49879764;116,5405323;-8,370147035;-12,3008175;-5,5953135;Bawang Putih
13;pin_2079;250719;118,4903518;106,4988006;116,5359443;-8,377555687;-13,619358;-5,842008;Bawang Putih
14;pin_1488;250719;93,49036514;65,49880274;116,5336112;-8,373988344;-16,121515;-10,907018;Bawang Putih
15;pin_1132;250719;135,490342;115,4987993;116,5374808;-8,378308402;-13,199605;-7,868502;Bawang Putih
16;pin_6405;221119;141,5;4,5;116,5377116;-8,368431499;-0,9621126;4,6010685;Non Bawang Putih
17;pin_3816;250719;190,4600378;49,35105709;116,542197;-8,372301917;-15,82157;-9,230731;Bawang Putih
18;pin_738;250719;127,490345;64,49880037;116,536634;-8,373810154;-14,349654;-8,044858;Bawang Putih
19;pin_944;250719;113,4903542;92,49880107;116,5354623;-8,376328257;-17,145708;-9,312417;Bawang Putih
20;pin_3702;250719;188,4600388;45,35105727;116,5420085;-8,371952737;-14,820617;-9,000325;Bawang Putih
21;pin_7537;221119;71,5;184,5;116,5319591;-8,384566684;-5,847038;-1,7913966;Non Bawang Putih
22;pin_21;250719;128,4903465;124,4987997;116,5368817;-8,379124387;-12,383504;-9,071721;Bawang Putih
23;pin_4623;221119;175,5567493;34,63510254;116,5408217;-8,37101217;-15,8048935;-9,93966;Non Bawang Putih
24;pin_5702;221119;223,8706921;223,1906198;116,5456203;-8,387593073;-6,215728;-1,4285142;Non Bawang Putih
25;pin_1247;250719;127,4903444;45,49880057;116,5365837;-8,372126478;-15,492214;-9,298643;Bawang Putih
26;pin_1326;250719;124,4903463;48,49880075;116,5363247;-8,372400225;-10,302497;-10,201295;Bawang Putih
27;pin_2632;250719;186,4903091;32,49879657;116,5417992;-8,370819052;-10,879971;-7,989465;Bawang Putih
28;pin_4370;221119;203,5567168;44,63509842;116,5433396;-8,371824508;-12,912412;-9,033809;Non Bawang Putih
29;pin_5585;221119;213,870698;222,1906205;116,5447278;-8,387530872;-9,797175;-0,5458209;Non Bawang Putih
30;pin_3034;250719;228,5;110,5;116,5457437;-8,377620152;-12,60354;-6,5088167;Bawang Putih
31;pin_7337;221119;152,5;184,5;116,5391669;-8,38435301;-11,422705;3,6930995;Non Bawang Putih
32;pin_1892;250719;99,49036277;100,498802;116,5342377;-8,377074073;-15,099797;-8,556614;Bawang Putih
33;pin_2947;250719;243,5;80,5;116,546999;-8,374922242;-12,935108;-8,190221;Bawang Putih
34;pin_2916;250719;240,5;82,5;116,5467373;-8,375107377;-14,302381;-10,08784;Bawang Putih
35;pin_8358;221119;99,5;106,5;116,5342442;-8,377580849;-16,66776;-8,801006;Non Bawang Putih
36;pin_5348;221119;240,8706747;8,190620836;116,5465634;-8,36849675;-11,194356;-8,198069;Non Bawang Putih
37;pin_7260;221119;135,5;182,5;116,5376489;-8,384220638;-8,692524;4,1336894;Non Bawang Putih
38;pin_5459;221119;218,8706954;233,1906201;116,5452019;-8,388492396;-7,0450096;-3,126985;Non Bawang Putih
39;pin_3888;250719;176,4600462;51,35105805;116,5409566;-8,37251604;-14,955809;-9,090634;Bawang Putih
40;pin_2274;250719;175,4903151;19,49879748;116,540786;-8,369696065;-14,202456;-7,5296617;Bawang Putih
41;pin_3120;250719;240,5;114,5;116,5468221;-8,377942938;-12,162698;-7,009615;Bawang Putih
42;pin_8293;221119;116,5;103,5;116,535749;-8,377270198;-15,765268;-8,859349;Non Bawang Putih
43;pin_7903;221119;96,5;69,5;116,5338794;-8,374309986;-15,298276;-10,594096;Non Bawang Putih
44;pin_5712;221119;225,8706908;222,1906197;116,5457956;-8,387499179;-5,5543666;1,3892716;Non Bawang Putih
45;pin_1588;250719;83,49037117;69,49880339;116,5327319;-8,374369148;-14,444142;-10,902162;Bawang Putih
46;pin_1257;250719;138,4903374;31,49879994;116,5375255;-8,3708569;-14,832669;-9,41115;Bawang Putih
47;pin_6273;221119;165,8707251;184,1906243;116,5403559;-8,384290312;-11,262417;-3,1066856;Non Bawang Putih
48;pin_3819;250719;187,4600396;49,3510573;116,5419301;-8,372309823;-13,515164;-7,6622024;Bawang Putih
49;pin_3541;250719;239,5;92,5;116,5466748;-8,375996128;-11,923818;-9,109605;Bawang Putih
50;pin_5517;221119;200,8707059;230,1906214;116,5435922;-8,388274101;-6,141236;0,86786497;Non Bawang Putih
51;pin_5631;221119;199,8707061;217,1906216;116,5434688;-8,387124782;-8,594058;2,094926;Non Bawang Putih
52;pin_6231;221119;218,8706957;242,19062;116,5452258;-8,389289901;-12,326486;-4,381142;Non Bawang Putih
53;pin_3708;250719;182,4600424;45,35105769;116,5414746;-8,371968549;-12,976337;-8,738283;Bawang Putih
54;pin_6078;221119;233,8706842;165,1906197;116,5463563;-8,382427201;-8,863304;-0,9091031;Non Bawang Putih
55;pin_4097;250719;179,460044;41,35105794;116,5411971;-8,371622003;-15,408485;-7,543642;Bawang Putih
56;pin_6885;221119;134,5;167,5;116,5375202;-8,382894063;-11,52435;-3,9155066;Non Bawang Putih
57;pin_2508;250719;176,4903148;27,49879732;116,5408962;-8,370402336;-16,17695;-7,8244686;Bawang Putih
58;pin_1200;250719;122,4903498;118,4988002;116,536332;-8,378608518;-13,899634;-6,6489115;Bawang Putih
59;pin_8080;221119;119,5;81,5;116,5359577;-8,375312767;-17,658709;-7,37755;Non Bawang Putih
60;pin_2727;250719;227,5;102,5;116,5456336;-8,376913897;-12,955357;-7,777703;Bawang Putih
61;pin_4596;221119;176,5567481;33,63510242;116,5409081;-8,370920922;-15,424406;-9,695599;Non Bawang Putih
62;pin_7081;221119;129,5;176,5;116,5370991;-8,383704781;-12,665453;-2,9956944;Non Bawang Putih
63;pin_364;250719;147,4903357;137,4987982;116,5386068;-8,380226268;-12,984845;-8,880938;Bawang Putih
64;pin_1566;250719;88,49036819;68,49880306;116,5331742;-8,374267362;-15,9738655;-10,122522;Bawang Putih
65;pin_4744;221119;186,5567369;43,63510082;116,5418243;-8,371780701;-15,583714;-9,162121;Non Bawang Putih
66;pin_5623;221119;210,8706996;217,1906208;116,5444476;-8,387095735;-12,456729;-3,6373389;Non Bawang Putih
67;pin_6973;221119;130,5;171,5;116,5371748;-8,383259072;-11,038852;-0,8059566;Non Bawang Putih
68;pin_7760;221119;92,5;64,5;116,5335102;-8,373877446;-18,049595;-10,895882;Non Bawang Putih
69;pin_71;250719;123,4903495;126,4988;116,5364421;-8,379314798;-13,3178215;-8,438396;Bawang Putih
70;pin_2163;250719;165,4903209;15,49879822;116,5398856;-8,369367955;-15,155689;-7,384469;Bawang Putih
71;pin_2633;250719;187,4903085;32,4987965;116,5418882;-8,370816417;-11,972898;-8,268817;Bawang Putih
72;pin_8378;221119;137,5;34,5;116,5374351;-8,371100461;-13,827001;-9,336983;Non Bawang Putih
73;pin_4686;221119;190,5567303;15,63510083;116,5421062;-8,369289001;-15,388074;-9,122454;Non Bawang Putih
74;pin_5776;221119;222,8706928;229,1906198;116,5455472;-8,388127384;-7,6718307;-1,6397425;Non Bawang Putih
75;pin_4041;250719;197,4600339;57,35105651;116,542841;-8,372992367;-16,039492;-8,515177;Bawang Putih
76;pin_7451;221119;60,5;181,5;116,5309723;-8,384329842;-6,4582334;-0,60321885;Non Bawang Putih
77;pin_3714;250719;176,460046;45,35105811;116,5409407;-8,371984361;-13,782892;-9,272238;Bawang Putih
78;pin_6345;221119;125,5;125,5;116,5366081;-8,379195995;-16,31447;-9,950699;Non Bawang Putih
79;pin_8050;221119;118,5;80,5;116,5358661;-8,375226787;-18,102718;-7,114348;Non Bawang Putih
80;pin_19;250719;126,4903476;124,4987998;116,5367038;-8,37912966;-12,209697;-8,880218;Bawang Putih
81;pin_2036;250719;104,49036;105,4988016;116,5346958;-8,377503972;-12,028383;-9,818948;Bawang Putih
82;pin_5364;221119;247,8706709;18,19062024;116,5472127;-8,369364413;-15,411619;-6,6203494;Non Bawang Putih
83;pin_5880;221119;215,8706959;195,1906207;116,5448342;-8,38513307;-11,948069;-2,9578714;Non Bawang Putih
84;pin_7898;221119;92,5;69,5;116,5335234;-8,374320524;-16,384768;-11,338936;Non Bawang Putih
85;pin_3849;250719;190,4600378;50,35105708;116,5421997;-8,372390529;-15,517709;-9,203155;Bawang Putih
86;pin_584;250719;138,4903383;58,49879967;116,5375969;-8,373249484;-14,053402;-9,521015;Bawang Putih
87;pin_3485;250719;222,5;93,5;116,5451648;-8,376129579;-14,32112;-6,2970433;Bawang Putih
88;pin_6441;221119;137,5;6,5;116,537361;-8,368619261;-9,043649;1,0833842;Non Bawang Putih
89;pin_5518;221119;201,8707053;230,1906213;116,5436812;-8,38827146;-5,1188593;1,4585307;Non Bawang Putih
90;pin_1275;250719;128,4903438;46,49880049;116,5366753;-8,372212458;-15,650168;-8,690397;Bawang Putih
91;pin_3581;250719;225,5;84,5;116,5454079;-8,375324161;-16,120216;-9,670425;Bawang Putih
92;pin_7250;221119;152,5;181,5;116,539159;-8,384087169;-11,75121;2,3135145;Non Bawang Putih
93;pin_3936;250719;186,4600403;53,35105733;116,5418517;-8,372666911;-13,954691;-10,81248;Bawang Putih
94;pin_3218;250719;224,5;101,5;116,545364;-8,376833198;-13,974894;-8,883617;Bawang Putih
95;pin_3016;250719;238,5;76,5;116,5465435;-8,374580984;-12,960543;-10,302065;Bawang Putih
96;pin_6499;221119;132,5;9,5;116,536924;-8,368898271;-4,228743;2,8425994;Non Bawang Putih
97;pin_5168;221119;205,5567152;56,63509789;116,5435494;-8,372882585;-14,141389;-10,513171;Non Bawang Putih
98;pin_2018;250719;113,4903546;104,4988009;116,535494;-8,377391636;-14,6536665;-9,088538;Bawang Putih
99;pin_4900;221119;201,5567194;48,63509861;116,5431723;-8,37218423;-15,321537;-8,836572;Non Bawang Putih
100;pin_4829;221119;188,5567347;46,63510048;116,5420102;-8,372041268;-16,725624;-8,62497;Non Bawang Putih
101;pin_1123;250719;127,4903467;115,4987999;116,5367689;-8,378329493;-15,113148;-7,334414;Bawang Putih
102;pin_3953;250719;178,4600451;54,35105788;116,5411425;-8,372776608;-15,117419;-6,8405085;Bawang Putih
103;pin_5584;221119;212,8706985;222,1906206;116,5446388;-8,387533513;-9,46898;-1,3126119;Non Bawang Putih
104;pin_3170;250719;248,5;102,5;116,5475021;-8,376858497;-14,776658;-9,243277;Bawang Putih
105;pin_6771;221119;53,5;232,5;116,5304845;-8,388867739;-8,259923;-3,0267906;Non Bawang Putih
106;pin_6810;221119;29,5;234,5;116,5283541;-8,389108283;-8,96617;-2,180371;Non Bawang Putih
107;pin_6026;221119;225,8706893;176,1906202;116,5456736;-8,383423046;-11,984933;-2,244393;Non Bawang Putih
108;pin_2516;250719;184,4903101;27,49879676;116,541608;-8,370381257;-14,524354;-8,961428;Bawang Putih
109;pin_1791;250719;104,4903592;82,4988018;116,534635;-8,375465824;-17,022635;-7,956651;Bawang Putih
110;pin_4096;250719;203,4600299;45,35105622;116,5433432;-8,371913202;-12,846376;-7,73217;Bawang Putih
111;pin_4511;221119;172,5567526;30,63510305;116,5405442;-8,370665622;-16,14869;-7,7708864;Non Bawang Putih
112;pin_2132;250719;185,490309;14,49879683;116,5416626;-8,369226654;-13,744419;-5,6165032;Bawang Putih
113;pin_2231;250719;180,4903121;17,49879715;116,5412256;-8,369505666;-16,266703;-10,6041565;Bawang Putih
114;pin_2512;250719;180,4903124;27,49879704;116,5412521;-8,370391797;-13,55094;-7,4457717;Bawang Putih
115;pin_1472;250719;103,4903592;64,49880205;116,5344984;-8,373873385;-15,564243;-7,73068;Bawang Putih
116;pin_5728;221119;223,8706921;225,1906198;116,5456256;-8,387770296;-6,898858;-1,0368487;Non Bawang Putih
117;pin_2073;250719;113,4903547;106,4988009;116,5354993;-8,377568866;-13,351104;-9,025172;Bawang Putih
118;pin_3774;250719;174,4600472;47,35105823;116,540768;-8,372166858;-14,848497;-9,68394;Bawang Putih
119;pin_8119;221119;105,5;83,5;116,5347172;-8,375526888;-15,924813;-11,08673;Non Bawang Putih
120;pin_8179;221119;109,5;85,5;116,5350785;-8,375693578;-13,025489;-8,46248;Non Bawang Putih
121;pin_7383;221119;66,5;178,5;116,5314983;-8,384048173;-4,227006;0,25207904;Non Bawang Putih
122;pin_6023;221119;228,8706875;176,19062;116,5459406;-8,383415127;-12,243329;-1,4872836;Non Bawang Putih
123;pin_4739;221119;191,5567309;43,63510012;116,5422692;-8,371767523;-16,668411;-8,828731;Non Bawang Putih
124;pin_8255;221119;107,5;102,5;116,5349455;-8,377205304;-16,805864;-9,588271;Non Bawang Putih
125;pin_1945;250719;125,4903452;34,49880082;116,5363766;-8,371156986;-14,893627;-10,793118;Bawang Putih
126;pin_1238;250719;119,4903491;45,49880113;116,5358718;-8,372147552;-15,646908;-10,463472;Bawang Putih
127;pin_6008;221119;230,8706863;175,1906198;116,5461159;-8,383321235;-13,199688;-1,4026281;Non Bawang Putih
128;pin_2475;250719;186,4903088;25,49879664;116,5417807;-8,370198762;-14,909496;-9,0849285;Bawang Putih
129;pin_118;250719;115,4903543;128,4988006;116,5357355;-8,37951312;-13,1185665;-7,6095934;Bawang Putih
130;pin_3438;250719;220,5;90,5;116,5449789;-8,375869019;-14,450065;-6,3863363;Bawang Putih
131;pin_1265;250719;119,4903492;46,49880112;116,5358745;-8,372236167;-13,827132;-10,745154;Bawang Putih
132;pin_433;250719;135,4903428;140,498799;116,537547;-8,380523757;-13,228667;-5,873977;Bawang Putih
133;pin_7540;221119;121,5;45,5;116,5360404;-8,372117368;-14,606941;-10,595716;Non Bawang Putih
134;pin_1804;250719;116,4903521;82,49880096;116,5357028;-8,375434203;-14,663224;-8,341773;Bawang Putih
135;pin_3634;250719;198,4600328;43,35105659;116,542893;-8,371749156;-13,285466;-8,163317;Bawang Putih
136;pin_212;250719;126,4903479;131,4987998;116,5367223;-8,379749961;-14,825002;-10,835934;Bawang Putih
137;pin_2064;250719;105,4903594;106,4988015;116,5347875;-8,377589951;-12,267928;-9,680795;Bawang Putih
138;pin_5172;221119;204,5567163;55,63509805;116,5434577;-8,372796609;-14,79656;-9,281865;Non Bawang Putih
139;pin_5316;221119;223,8706847;4,19062207;116,5450401;-8,368187102;-11,204584;-4,6467195;Non Bawang Putih
140;pin_1887;250719;117,4903516;85,49880086;116,5357997;-8,375697412;-13,535327;-10,234771;Bawang Putih
141;pin_7497;221119;58,5;183,5;116,5307996;-8,384512349;-10,194289;-5,4385934;Non Bawang Putih
142;pin_5097;221119;181,5567436;55,63510127;116,5414112;-8,372857234;-13,17987;-7,6026707;Non Bawang Putih
143;pin_2905;250719;226,5;82,5;116,5454916;-8,375144301;-15,392032;-9,1355095;Bawang Putih
144;pin_665;250719;137,490339;61,49879971;116,5375158;-8,373517962;-15,621469;-10,578555;Bawang Putih
145;pin_3305;250719;243,5;100,5;116,5470519;-8,376694466;-16,454685;-7,2125583;Bawang Putih
146;pin_2959;250719;242,5;79,5;116,5469073;-8,374836268;-12,744709;-7,4748597;Bawang Putih
147;pin_2444;250719;204,4902988;45,49879518;116,5434352;-8,371923578;-14,755495;-7,945266;Bawang Putih
148;pin_300;250719;140,4903397;135,4987987;116,5379787;-8,380067501;-12,718694;-8,3345;Bawang Putih
149;pin_646;250719;123,4903465;37,49880093;116,5362066;-8,371428098;-15,801989;-10,014707;Bawang Putih
150;pin_7962;221119;100,5;71,5;116,5342406;-8,374476679;-15,184947;-8,051496;Non Bawang Putih
151;pin_6192;221119;219,8706925;167,1906207;116,5451159;-8,382641379;-10,202712;2,1826694;Non Bawang Putih
152;pin_2626;250719;180,4903126;32,49879699;116,5412653;-8,370834862;-15,775024;-7,4864364;Bawang Putih
153;pin_5851;221119;207,8707007;197,1906212;116,5441276;-8,385331416;-13,306488;-4,9795437;Non Bawang Putih
154;pin_3753;250719;195,4600348;47,35105676;116,5426366;-8,372111513;-16,304867;-7,5984397;Bawang Putih
155;pin_5298;221119;201,8706978;4,190623613;116,5430826;-8,368245068;-10,78865;-4,4999385;Non Bawang Putih
156;pin_6331;221119;137,5;124,5;116,5376732;-8,379075741;-16,264517;-10,53185;Non Bawang Putih
157;pin_5285;221119;194,8707018;1,190624134;116,5424518;-8,367997671;-12,578903;-6,019693;Non Bawang Putih
158;pin_976;250719;92,4903667;94,49880251;116,5335989;-8,376560827;-13,913171;-8,571731;Bawang Putih
159;pin_7634;221119;118,5;31,5;116,5357365;-8,370884663;-16,35847;-8,5972595;Non Bawang Putih
160;pin_5313;221119;220,8706865;4,190622281;116,5447732;-8,368195007;-11,783134;-5,4385343;Non Bawang Putih
161;pin_8224;221119;103,5;101,5;116,5345869;-8,377127231;-16,515247;-9,129652;Non Bawang Putih
162;pin_1927;250719;106,4903587;101,4988015;116,5348632;-8,37714424;-16,077131;-9,088119;Bawang Putih
163;pin_7679;221119;124,5;32,5;116,536273;-8,370957475;-17,268608;-9,319471;Non Bawang Putih
164;pin_3092;250719;242,5;113,5;116,5469974;-8,37784905;-12,336499;-9,452015;Bawang Putih
165;pin_8244;221119;122,5;101,5;116,5362776;-8,377077154;-15,872422;-10,991592;Non Bawang Putih
166;pin_5000;221119;185,5567387;52,63510078;116,5417592;-8,372580852;-14,842745;-8,831182;Non Bawang Putih
167;pin_6992;221119;147,5;171,5;116,5386875;-8,383214224;-10,785123;0,31094512;Non Bawang Putih
168;pin_2789;250719;229,5;63,5;116,5457082;-8,373452768;-14,478801;-8,69496;Bawang Putih
169;pin_6610;221119;72,5;63,5;116,5317279;-8,37384151;-6,076591;-1,1229753;Non Bawang Putih
170;pin_2498;250719;188,4903077;26,49879649;116,5419613;-8,370282105;-11,907115;-8,255137;Bawang Putih
171;pin_368;250719;126,4903481;138,4987997;116,5367408;-8,380370262;-13,394496;-8,200898;Bawang Putih
172;pin_1442;250719;129,4903435;52,49880036;116,5367802;-8,372741511;-14,513019;-6,610434;Bawang Putih
173;pin_3043;250719;237,5;110,5;116,5465445;-8,377596408;-13,995844;-9,033483;Bawang Putih
174;pin_2310;250719;166,4903205;20,4987981;116,5399878;-8,369808388;-14,976734;-9,430203;Bawang Putih
175;pin_1740;250719;109,4903562;80,49880147;116,5350746;-8,375275419;-14,925154;-7,2331076;Bawang Putih
176;pin_7939;221119;104,5;70,5;116,5345939;-8,374377526;-14,919419;-7,431655;Non Bawang Putih
177;pin_866;250719;93,49036597;90,49880248;116,5336773;-8,37620373;-14,395646;-9,437804;Bawang Putih
178;pin_1636;250719;101,4903606;70,49880213;116,5343363;-8,374410346;-13,832549;-9,683371;Bawang Putih
179;pin_3701;250719;189,4600382;45,3510572;116,5420974;-8,371950101;-15,427429;-8,076352;Bawang Putih
180;pin_31;250719;137,4903411;124,4987991;116,5376826;-8,379100657;-13,248565;-10,64623;Bawang Putih
181;pin_336;250719;120,4903482;36,49880115;116,535937;-8,371347385;-17,645418;-8,434952;Bawang Putih
182;pin_4112;250719;194,4600351;41,35105689;116,5425318;-8,371582473;-15,234688;-9,114625;Bawang Putih
183;pin_7604;221119;129,5;47,5;116,5367576;-8,372273522;-13,954409;-8,542755;Non Bawang Putih
184;pin_1843;250719;102,4903605;84,49880192;116,5344623;-8,375648324;-16,240866;-9,767097;Bawang Putih
185;pin_2379;250719;187,4903082;23,4987966;116,5418643;-8,370018901;-16,198158;-7,8868895;Bawang Putih
186;pin_3756;250719;192,4600365;47,35105697;116,5423697;-8,37211942;-15,16246;-7,2974987;Bawang Putih
187;pin_3148;250719;225,5;102,5;116,5454556;-8,376919172;-12,766319;-8,41807;Bawang Putih
188;pin_2220;250719;169,4903186;17,49879792;116,5402468;-8,369534645;-14,026741;-8,398947;Bawang Putih
189;pin_2878;250719;232,5;79,5;116,5460175;-8,374862642;-11,533411;-7,2028236;Bawang Putih
190;pin_5241;221119;177,5567473;40,63510214;116,5410156;-8,371538579;-16,425652;-11,281555;Non Bawang Putih
191;pin_809;250719;91,49036709;88,49880264;116,5334941;-8,376031769;-15,015028;-8,602163;Bawang Putih
192;pin_7101;221119;148,5;176,5;116,5387898;-8,383654655;-11,722949;-2,6957133;Non Bawang Putih
193;pin_3568;250719;248,5;92,5;116,5474756;-8,375972387;-16,9036;-10,528018;Bawang Putih
194;pin_3799;250719;198,460033;48,35105654;116,5429062;-8,372192218;-13,585122;-7,6500244;Bawang Putih
195;pin_101;250719;126,4903477;127,4987998;116,5367117;-8,379395503;-13,877408;-8,941734;Bawang Putih
196;pin_1570;250719;91,49036642;68,49880285;116,5334412;-8,374259459;-15,954156;-8,883977;Bawang Putih
197;pin_6128;221119;229,8706867;169,19062;116,546011;-8,382792206;-12,387402;-4,1780677;Non Bawang Putih
198;pin_7135;221119;140,5;37,5;116,5377099;-8,371358401;-15,255381;-8,776407;Non Bawang Putih
199;pin_4472;221119;182,5567406;28,63510169;116,5414287;-8,370462047;-15,553137;-8,95805;Non Bawang Putih
200;pin_1497;250719;101,4903604;65,49880218;116,5343231;-8,373967269;-15,353699;-7,0663238;Bawang Putih
201;pin_5678;221119;197,8707074;220,1906217;116,5432988;-8,3873959;-10,679395;-5,115537;Non Bawang Putih
202;pin_3382;250719;242,5;105,5;116,5469762;-8,37714016;-15,957445;-8,996851;Bawang Putih
203;pin_8289;221119;129,5;34,5;116,5367232;-8,371121534;-16,189573;-10,822569;Non Bawang Putih
204;pin_6059;221119;221,8706918;179,1906204;116,5453257;-8,383699441;-10,362616;-3,5102127;Non Bawang Putih
205;pin_5253;221119;177,5567473;39,63510216;116,5410129;-8,371449966;-14,469627;-10,894119;Non Bawang Putih
206;pin_1909;250719;115,4903533;100,4988008;116,5356614;-8,377031905;-16,537132;-10,0706005;Bawang Putih
207;pin_796;250719;104,4903594;87,49880175;116,5346482;-8,375908899;-16,756676;-9,887459;Bawang Putih
208;pin_7911;221119;104,5;69,5;116,5345912;-8,374288911;-13,663631;-7,198991;Non Bawang Putih
209;pin_1986;250719;110,4903564;103,4988012;116,5352244;-8,377310928;-14,3424835;-9,405473;Bawang Putih
210;pin_1037;250719;125,4903478;112,4988;116,536583;-8,378068922;-15,2453165;-8,932611;Bawang Putih
211;pin_3349;250719;241,5;107,5;116,5468925;-8,377320021;-14,57961;-9,048592;Bawang Putih
212;pin_4831;221119;190,5567323;46,6351002;116,5421882;-8,372035997;-15,178368;-7,7411413;Non Bawang Putih
213;pin_7580;221119;132,5;46,5;116,5370219;-8,372177005;-12,97269;-8,88217;Non Bawang Putih
214;pin_1900;250719;107,490358;100,4988014;116,5349496;-8,37705299;-15,806331;-9,97138;Bawang Putih
215;pin_6649;221119;65,5;68,5;116,5311182;-8,374303027;-3,7668614;-1,0878563;Non Bawang Putih
216;pin_629;250719;129,4903437;60,49880028;116,5368013;-8,373450426;-17,264706;-9,804054;Bawang Putih
217;pin_6409;221119;128,5;5,5;116,5365575;-8,368554346;-3,7717319;4,3419085;Non Bawang Putih
218;pin_6985;221119;141,5;171,5;116,5381536;-8,383230053;-10,026834;-2,2918763;Non Bawang Putih
219;pin_6834;221119;51,5;234,5;116,5303118;-8,389050248;-6,1565766;-0,60919005;Non Bawang Putih
220;pin_6766;221119;49,5;232,5;116,5301285;-8,388878291;-6,5951467;-1,9673469;Non Bawang Putih
221;pin_2899;250719;222,5;81,5;116,545133;-8,375066238;-15,437503;-8,792;Bawang Putih
222;pin_7692;221119;108,5;51,5;116,5348995;-8,372683301;-17,525667;-9,10425;Non Bawang Putih
223;pin_799;250719;107,4903576;87,49880154;116,5349152;-8,375900994;-14,590155;-9,558267;Bawang Putih
224;pin_1366;250719;110,4903546;50,4988017;116,5350842;-8,372614334;-13,6491;-10,041832;Bawang Putih
225;pin_5942;221119;228,870688;190,1906198;116,5459777;-8,384655688;-13,7341585;-5,189567;Non Bawang Putih
226;pin_6845;221119;31,5;235,5;116,5285347;-8,389191625;-8,879351;-0,6498518;Non Bawang Putih
227;pin_947;250719;115,4903531;92,49880093;116,5356403;-8,376322987;-17,589188;-9,161057;Bawang Putih
228;pin_1194;250719;141,4903385;117,4987989;116,53802;-8,378469811;-13,535689;-7,219941;Bawang Putih
229;pin_5684;221119;220,8706938;223,19062;116,5453533;-8,387600996;-7,532245;-0,795788;Non Bawang Putih
230;pin_3002;250719;229,5;76,5;116,5457427;-8,374604719;-12,332806;-6,0591803;Bawang Putih
231;pin_5236;221119;182,5567414;40,63510144;116,5414605;-8,371525403;-16,91341;-9,3306875;Non Bawang Putih
232;pin_1527;250719;103,4903593;66,49880203;116,5345037;-8,374050616;-14,405425;-8,135994;Bawang Putih
233;pin_5810;221119;228,8706892;226,1906194;116,5460732;-8,387845701;-2,9989843;2,784311;Non Bawang Putih
234;pin_8039;221119;108,5;80,5;116,5349763;-8,375253138;-16,149454;-5,7497435;Non Bawang Putih
235;pin_2347;250719;174,4903158;21,49879753;116,5407023;-8,369875926;-12,213134;-6,1364694;Bawang Putih
236;pin_8338;221119;106,5;105,5;116,5348644;-8,377473785;-14,407707;-9,796763;Non Bawang Putih
237;pin_1540;250719;90,49036698;67,49880293;116,5333495;-8,374173478;-16,717442;-9,133033;Bawang Putih
238;pin_1901;250719;121,4903476;34,4988011;116,5360207;-8,371167522;-16,768307;-10,572698;Bawang Putih
239;pin_3292;250719;252,5;101,5;116,5478554;-8,376759333;-16,279093;-11,632112;Bawang Putih
240;pin_7512;221119;72,5;183,5;116,5320454;-8,384475431;-6,327511;-1,2975096;Non Bawang Putih
241;pin_8351;221119;118,5;105,5;116,5359323;-8,377442156;-16,693554;-9,314559;Non Bawang Putih
242;pin_7834;221119;138,5;32,5;116,5375187;-8,370920598;-15,622977;-11,131101;Non Bawang Putih
243;pin_4506;221119;191,55673;29,6351004;116,5422322;-8,370526945;-14,640445;-10,960002;Non Bawang Putih
244;pin_421;250719;124,4903493;140,4987998;116,5365682;-8,380552765;-14,083125;-7,9663815;Bawang Putih
245;pin_255;250719;113,4903556;133,4988007;116,5355708;-8,379961467;-14,968991;-8,034601;Bawang Putih
246;pin_6510;221119;133,5;11,5;116,5370183;-8,369072866;-5,887407;0,517016;Non Bawang Putih
247;pin_2429;250719;194,4903043;31,49879602;116,5425084;-8,370709358;-11,827038;-6,79421;Bawang Putih
248;pin_5374;221119;279,8706517;14,19061803;116,5500494;-8,368925615;-12,882722;-3,7317755;Non Bawang Putih
249;pin_6956;221119;136,5;170,5;116,5377061;-8,38315463;-9,626899;-0,6717549;Non Bawang Putih
