;Nama;Tanggal;X;Y;Lon;Lat;Sigma0_VH_db;Sigma0_VV_db;Class
1307;pin_13;250719;121,4903506;124,4988002;116,5362589;-8,379142842;-15,433774;-8,115998;Bawang Putih
1308;pin_2170;250719;172,4903168;15,49879773;116,5405085;-8,369349515;-15,462226;-8,672895;Bawang Putih
1309;pin_6062;221119;224,87069;179,1906202;116,5455926;-8,383691521;-13,103127;-2,8699062;Non Bawang Putih
1310;pin_4795;221119;193,5567287;45,6350998;116,5424525;-8,371939478;-15,191305;-8,98639;Non Bawang Putih
1311;pin_5477;221119;219,8706947;231,19062;116,5452856;-8,388312531;-6,3205953;-0,7389118;Non Bawang Putih
1312;pin_86;250719;137,4903412;126,498799;116,5376879;-8,379277885;-13,820286;-9,974438;Bawang Putih
1313;pin_2646;250719;175,4903156;33,49879733;116,540823;-8,37093665;-13,32437;-8,40658;Bawang Putih
1314;pin_4769;221119;186,5567369;44,6351008;116,541827;-8,371869314;-16,411566;-8,6205225;Non Bawang Putih
1315;pin_5038;221119;182,5567423;53,63510118;116,5414949;-8,372677372;-13,471147;-6,8860054;Non Bawang Putih
1316;pin_1910;250719;116,4903527;100,4988008;116,5357504;-8,37702927;-16,816727;-10,184278;Bawang Putih
1317;pin_2166;250719;168,4903192;15,49879801;116,5401526;-8,369360052;-12,741888;-5,7865224;Bawang Putih
1318;pin_7124;221119;139,5;37,5;116,537621;-8,371361035;-15,355867;-10,161646;Non Bawang Putih
1319;pin_7270;221119;144,5;182,5;116,5384497;-8,384196892;-14,9809475;-0,71057504;Non Bawang Putih
1320;pin_1404;250719;119,4903493;51,49880107;116,5358877;-8,372679241;-11,667657;-6,9186797;Bawang Putih
1321;pin_3213;250719;230,5;104,5;116,5459058;-8,377083206;-11,732538;-6,6771984;Bawang Putih
1322;pin_5301;221119;201,8706978;5,190623603;116,5430853;-8,36833368;-11,781906;-5,24846;Non Bawang Putih
1323;pin_7617;221119;116,5;48,5;116,5356035;-8,372396383;-15,758198;-8,389271;Non Bawang Putih
1324;pin_1705;250719;102,4903603;79,49880197;116,5344491;-8,375205248;-14,131395;-9,888454;Bawang Putih
1325;pin_1936;250719;114,490354;101,4988009;116,5355751;-8,377123156;-15,394678;-9,139919;Bawang Putih
1326;pin_2230;250719;179,4903127;17,49879722;116,5411366;-8,369508301;-16,030947;-9,441309;Bawang Putih
1327;pin_1134;250719;137,4903408;115,4987992;116,5376588;-8,378303129;-13,298558;-8,187445;Bawang Putih
1328;pin_2864;250719;223,5;80,5;116,5452194;-8,374974989;-16,162138;-8,530268;Bawang Putih
1329;pin_7791;221119;95,5;65,5;116,5337798;-8,373958159;-16,350561;-10,6529255;Non Bawang Putih
1330;pin_5171;221119;203,5567175;55,63509819;116,5433688;-8,372799245;-15,678608;-5,9025807;Non Bawang Putih
1331;pin_1990;250719;113,4903546;103,498801;116,5354914;-8,377303021;-14,928386;-9,197246;Bawang Putih
1332;pin_6976;221119;133,5;171,5;116,5374418;-8,383251158;-9,462822;-1,0768266;Non Bawang Putih
1333;pin_4412;221119;171,5567535;26,63510327;116,5404447;-8,370313803;-15,480757;-8,891912;Non Bawang Putih
1334;pin_7013;221119;129,5;37,5;116,5367311;-8,371387377;-17,26522;-7,8598523;Non Bawang Putih
1335;pin_8330;221119;99,5;105,5;116,5342416;-8,377492233;-16,096214;-8,69533;Non Bawang Putih
1336;pin_256;250719;114,490355;133,4988006;116,5356598;-8,37995883;-14,371515;-7,746485;Bawang Putih
1337;pin_5831;221119;216,8706954;199,1906206;116,5449338;-8,385484877;-10,779972;-1,540458;Non Bawang Putih
1338;pin_5389;221119;281,8706506;16,19061787;116,5502326;-8,369097563;-13,85737;-4,9254684;Non Bawang Putih
1339;pin_2219;250719;168,4903192;17,49879799;116,5401579;-8,369537279;-13,655892;-8,465904;Bawang Putih
1340;pin_7695;221119;111,5;51,5;116,5351665;-8,372675399;-15,568228;-8,971507;Non Bawang Putih
1341;pin_1470;250719;101,4903604;64,49880219;116,5343204;-8,373878654;-14,860141;-7,0105233;Bawang Putih
1342;pin_7627;221119;125,5;48,5;116,5364043;-8,372372674;-16,19906;-10,892314;Non Bawang Putih
1343;pin_4743;221119;187,5567357;43,63510068;116,5419133;-8,371778065;-15,8914795;-8,79316;Non Bawang Putih
1344;pin_999;250719;113,4903543;94,49880105;116,5354676;-8,376505487;-18,129309;-10,866376;Bawang Putih
1345;pin_8343;221119;111,5;105,5;116,5353094;-8,377460606;-16,804895;-10,140499;Non Bawang Putih
1346;pin_4291;221119;184,5567378;22,63510153;116,5415908;-8,3699251;-14,082081;-7,5509596;Non Bawang Putih
1347;pin_2492;250719;182,4903112;26,49879691;116,5414274;-8,370297914;-13,526456;-7,2321014;Bawang Putih
1348;pin_392;250719;147,4903357;138,4987982;116,5386095;-8,380314882;-12,698119;-8,673156;Bawang Putih
1349;pin_2266;250719;167,4903199;19,49879804;116,5400742;-8,36971714;-15,785197;-9,729602;Bawang Putih
1350;pin_1552;250719;101,4903605;67,49880216;116,5343283;-8,3741445;-15,298437;-9,592208;Bawang Putih
1351;pin_6464;221119;129,5;3,5;116,5366412;-8,368374484;-7,1723547;0,82569987;Non Bawang Putih
1352;pin_7355;221119;63,5;177,5;116,5312287;-8,383967467;-4,8996377;0,15505658;Non Bawang Putih
1353;pin_4866;221119;180,5567442;47,63510158;116,541301;-8,372150965;-15,2794895;-9,116763;Non Bawang Putih
1354;pin_2676;250719;180,4903127;34,49879697;116,5412706;-8,371012088;-16,19059;-7,833585;Bawang Putih
1355;pin_5918;221119;220,8706927;189,1906204;116,5452632;-8,384588198;-12,565967;-5,35462;Non Bawang Putih
1356;pin_7224;221119;123,5;38,5;116,5361999;-8,371491797;-14,008804;-9,76298;Non Bawang Putih
1357;pin_5667;221119;203,8707037;216,1906213;116,5438221;-8,387025608;-13,797823;-6,49631;Non Bawang Putih
1358;pin_592;250719;120,490349;59,49880091;116,5359979;-8,373385524;-16,02234;-10,91471;Bawang Putih
1359;pin_6110;221119;225,870689;168,1906203;116,5456524;-8,382714153;-12,590557;-4,0882926;Non Bawang Putih
1360;pin_2820;250719;237,5;64,5;116,5464227;-8,373520284;-15,400408;-8,511978;Bawang Putih
1361;pin_5863;221119;213,8706971;196,1906208;116,5446589;-8,385226962;-12,52206;-4,24826;Non Bawang Putih
1362;pin_2187;250719;189,4903067;15,49879654;116,5420211;-8,369304729;-14,487588;-7,386566;Bawang Putih
1363;pin_7174;221119;130,5;180,5;116,5371987;-8,3840566;-11,85593;-0,72023076;Non Bawang Putih
1364;pin_881;250719;106,4903583;90,49880158;116,5348341;-8,376169475;-14,745085;-6,980014;Bawang Putih
1365;pin_3065;250719;240,5;111,5;116,5468141;-8,377677104;-15,038592;-5,6315193;Bawang Putih
1366;pin_3248;250719;239,5;100,5;116,546696;-8,376705018;-16,046253;-7,9972363;Bawang Putih
1367;pin_2660;250719;189,4903073;33,49879635;116,5420688;-8,370899759;-12,010331;-8,021458;Bawang Putih
1368;pin_2979;250719;236,5;77,5;116,5463682;-8,37467487;-12,686084;-10,035755;Bawang Putih
1369;pin_1664;250719;102,49036;71,49880205;116,5344279;-8,374496326;-14,598288;-10,607168;Bawang Putih
1370;pin_5248;221119;172,5567532;39,63510286;116,540568;-8,371463141;-17,795174;-8,994788;Non Bawang Putih
1371;pin_1613;250719;105,4903582;69,49880186;116,5346896;-8,374311192;-15,810258;-8,092128;Bawang Putih
1372;pin_1905;250719;111,4903557;100,4988011;116,5353055;-8,377042448;-15,547606;-8,748557;Bawang Putih
1373;pin_2098;250719;111,4903559;107,4988011;116,535324;-8,377662752;-13,998114;-9,458361;Bawang Putih
1374;pin_4731;221119;199,5567215;43,635099;116,5429811;-8,371746439;-14,54389;-8,764813;Non Bawang Putih
1375;pin_7178;221119;134,5;180,5;116,5375546;-8,384046048;-4,6161137;-0,9451663;Non Bawang Putih
1376;pin_1417;250719;131,4903422;51,49880023;116,5369555;-8,372647627;-13,586852;-5,507302;Bawang Putih
1377;pin_318;250719;131,4903451;136,4987994;116,5371805;-8,380179849;-14,966538;-11,154552;Bawang Putih
1378;pin_2627;250719;181,490312;32,49879692;116,5413543;-8,370832227;-15,12992;-8,565083;Bawang Putih
1379;pin_5254;221119;163,8707202;1,190626305;116,5396934;-8,368079327;-14,830666;-9,751004;Non Bawang Putih
1380;pin_7988;221119;112,5;78,5;116,5353269;-8,375065368;-15,936749;-7,712107;Non Bawang Putih
1381;pin_471;250719;143,4903382;141,4987985;116,5382615;-8,380591273;-14,703974;-10,735966;Bawang Putih
1382;pin_3764;250719;184,4600413;47,35105753;116,5416578;-8,372140504;-15,563747;-9,279018;Bawang Putih
1383;pin_7064;221119;136,5;175,5;116,5377193;-8,3835977;-11,434971;-1,025503;Non Bawang Putih
1384;pin_4757;221119;174,5567512;44,63510248;116,5407592;-8,371900937;-18,369974;-11,056102;Non Bawang Putih
1385;pin_2969;250719;245,5;78,5;116,5471716;-8,374739744;-14,275029;-7,030711;Bawang Putih
1386;pin_5707;221119;228,8706891;223,1906195;116,5460652;-8,387579867;-10,79525;-2,556593;Non Bawang Putih
1387;pin_492;250719;137,4903417;142,4987989;116,5377303;-8,380695711;-12,913334;-8,646551;Bawang Putih
1388;pin_1115;250719;144,4903367;114,4987987;116,538279;-8,378196059;-14,690722;-9,751898;Bawang Putih
1389;pin_6472;221119;136,5;3,5;116,5372641;-8,368356051;-9,371925;-3,3615878;Non Bawang Putih
1390;pin_522;250719;133,4903412;56,49880004;116,5371467;-8,37308543;-15,491976;-9,1839485;Bawang Putih
1391;pin_6718;221119;36,5;231,5;116,528969;-8,388823968;-7,9738517;-2,2592862;Non Bawang Putih
1392;pin_7917;221119;84,5;70,5;116,5328142;-8,374430213;-14,777551;-11,248331;Non Bawang Putih
1393;pin_1655;250719;94,49036475;71,49880261;116,533716;-8,374517402;-15,342038;-8,764095;Bawang Putih
1394;pin_6171;221119;221,8706915;170,1906205;116,5453018;-8,382901935;-8,6766;-0,932128;Non Bawang Putih
1395;pin_3428;250719;245,5;91,5;116,5472061;-8,375891689;-16,933655;-10,690642;Bawang Putih
1396;pin_3035;250719;229,5;110,5;116,5458327;-8,377617513;-14,435919;-6,2027965;Bawang Putih
1397;pin_299;250719;139,4903403;135,4987988;116,5378897;-8,380070138;-12,739051;-8,074911;Bawang Putih
1398;pin_7039;221119;136,5;174,5;116,5377167;-8,383509086;-9,305339;-1,5717627;Non Bawang Putih
1399;pin_7416;221119;72,5;179,5;116,5320349;-8,384120967;-6,009331;-0,6579156;Non Bawang Putih
1400;pin_7638;221119;109,5;49,5;116,5349832;-8,372503437;-17,094046;-9,397761;Non Bawang Putih
1401;pin_7934;221119;122,5;33,5;116,5360977;-8,371051357;-14,294551;-9,223572;Non Bawang Putih
1402;pin_72;250719;124,4903489;126,4988;116,5365311;-8,379312162;-13,78623;-9,127564;Bawang Putih
1403;pin_2619;250719;173,4903168;32,49879748;116,5406424;-8,370853306;-13,267791;-8,512411;Bawang Putih
1404;pin_583;250719;137,4903389;58,49879974;116,5375079;-8,373252119;-14,824694;-8,506133;Bawang Putih
1405;pin_6536;221119;136,5;35,5;116,5373487;-8,37119171;-15,958367;-8,5722685;Non Bawang Putih
1406;pin_6468;221119;133,5;3,5;116,5369971;-8,368363951;-10,056471;-1,9050034;Non Bawang Putih
1407;pin_7310;221119;154,5;183,5;116,5393422;-8,384259119;-11,290802;3,7394996;Non Bawang Putih
1408;pin_4418;221119;177,5567464;26,63510243;116,5409785;-8,370297995;-18,162949;-11,136834;Non Bawang Putih
1409;pin_6665;221119;42,5;229,5;116,5294977;-8,388630907;-8,629501;-3,30706;Non Bawang Putih
1410;pin_589;250719;118,4903502;59,49880105;116,5358199;-8,373390793;-17,05178;-9,53945;Bawang Putih
1411;pin_6481;221119;144,5;3,5;116,5379759;-8,368334984;-8,819092;-2,3308976;Non Bawang Putih
1412;pin_8000;221119;98,5;79,5;116,5340838;-8,375190871;-15,169977;-10,288002;Non Bawang Putih
1413;pin_5482;221119;214,8706977;231,1906204;116,5448407;-8,388325738;-8,137237;-1,0973272;Non Bawang Putih
1414;pin_30;250719;136,4903417;124,4987991;116,5375936;-8,379103293;-12,533603;-10,548188;Bawang Putih
1415;pin_135;250719;131,4903448;128,4987994;116,5371593;-8,379470934;-15,1005335;-10,688672;Bawang Putih
1416;pin_4579;221119;185,5567373;32,63510118;116,5417063;-8,370808594;-17,54447;-9,655036;Non Bawang Putih
1417;pin_6281;221119;169,8707228;185,190624;116,5407145;-8,384368369;-12,460502;-4,619738;Non Bawang Putih
1418;pin_4285;221119;179,5567438;22,63510223;116,5411459;-8,369938273;-16,264248;-8,845414;Non Bawang Putih
1419;pin_1454;250719;87,49036865;64,49880317;116,5330746;-8,373915533;-14,245941;-7,411288;Bawang Putih
1420;pin_4813;221119;175,55675;45,63510232;116,5408508;-8,371986915;-17,808504;-9,284413;Non Bawang Putih
1421;pin_1378;250719;121,4903481;50,49880094;116,536063;-8,372585357;-12,846639;-8,759593;Bawang Putih
1422;pin_721;250719;137,4903391;63,49879969;116,5375211;-8,37369519;-15,330753;-11,651148;Bawang Putih
1423;pin_3613;250719;186,4600399;42,35105744;116,5418226;-8,371692169;-17,004948;-8,027544;Bawang Putih
1424;pin_7477;221119;62,5;182,5;116,5311529;-8,384413185;-6,2853503;-0,6152207;Non Bawang Putih
1425;pin_2999;250719;226,5;76,5;116,5454757;-8,37461263;-12,85837;-7,7362614;Bawang Putih
1426;pin_2260;250719;168,4903193;18,49879798;116,5401605;-8,369625893;-16,015577;-9,335914;Bawang Putih
1427;pin_287;250719;128,4903468;135,4987996;116,5369109;-8,380099145;-14,519715;-10,640555;Bawang Putih
1428;pin_6286;221119;173,8707203;182,1906238;116,5410624;-8,384091974;-12,292911;-9,0997095;Non Bawang Putih
1429;pin_2244;250719;184,4903098;18,49879686;116,5415842;-8,369583741;-15,026412;-8,651063;Bawang Putih
1430;pin_6071;221119;226,8706883;165,1906202;116,5457334;-8,382445679;-11,991164;-4,31263;Non Bawang Putih
1431;pin_2154;250719;191,4903055;15,4987964;116,5421991;-8,369299459;-16,52327;-7,31525;Bawang Putih
1432;pin_7105;221119;130,5;177,5;116,5371907;-8,383790758;-6,118668;-0,8050694;Non Bawang Putih
1433;pin_2397;250719;169,4903188;23,49879786;116,5402627;-8,370066325;-12,367857;-6,896023;Bawang Putih
1434;pin_1438;250719;125,4903458;52,49880064;116,5364242;-8,372752049;-14,41539;-7,3342204;Bawang Putih
1435;pin_6745;221119;31,5;232,5;116,5285267;-8,388925774;-12,818877;-2,2843537;Non Bawang Putih
1436;pin_3632;250719;200,4600317;43,35105645;116,5430709;-8,371743884;-12,507492;-7,620341;Bawang Putih
1437;pin_2030;250719;99,49036294;105,4988019;116,5342509;-8,377517149;-15,778434;-6,8533435;Bawang Putih
1438;pin_859;250719;111,4903553;89,49880124;116,5352764;-8,376067683;-15,288361;-10,09957;Bawang Putih
1439;pin_4869;221119;177,5567478;47,635102;116,5410341;-8,372158871;-13,51194;-7,203591;Non Bawang Putih
1440;pin_5404;221119;279,8706519;19,19061798;116,5500626;-8,369368666;-12,4651785;-4,015171;Non Bawang Putih
1441;pin_4141;250719;179,460044;40,35105795;116,5411944;-8,37153339;-14,965934;-8,723934;Bawang Putih
1442;pin_5271;221119;180,8707101;1,190625115;116,5412061;-8,36803455;-11,026376;-6,806881;Non Bawang Putih
1443;pin_6647;221119;121,5;36,5;116,5360166;-8,371319835;-14,378723;-10,17824;Non Bawang Putih
1444;pin_8029;221119;99,5;80,5;116,5341754;-8,375276851;-17,879126;-10,800869;Non Bawang Putih
1445;pin_4482;221119;191,5567299;28,63510043;116,5422295;-8,370438332;-17,52694;-11,368189;Non Bawang Putih
1446;pin_4005;250719;175,4600469;55,35105808;116,5408782;-8,372873128;-15,083962;-7,7733645;Bawang Putih
1447;pin_2830;250719;225,5;83,5;116,5454053;-8,37523555;-15,234563;-9,556147;Bawang Putih
1448;pin_5505;221119;203,8707042;232,1906211;116,5438645;-8,388443402;-4,492234;1,2357192;Non Bawang Putih
1449;pin_5736;221119;215,8706969;225,1906204;116,5449137;-8,387791425;-8,56179;-0,9905558;Non Bawang Putih
1450;pin_4179;250719;187,4600391;36,35105743;116,5418957;-8,371157856;-13,835745;-6,5896406;Bawang Putih
1451;pin_802;250719;137,4903382;37,49879995;116,5374523;-8,37139122;-16,37556;-7,8008575;Bawang Putih
1452;pin_3376;250719;239,5;106,5;116,5467119;-8,377236686;-13,790897;-9,82141;Bawang Putih
1453;pin_1864;250719;96,49036404;85,49880233;116,533931;-8,375752749;-14,68466;-9,9002905;Bawang Putih
1454;pin_3311;250719;246,5;99,5;116,5473162;-8,37659794;-14,35385;-7,152315;Bawang Putih
1455;pin_3399;250719;216,5;91,5;116,5446256;-8,37596818;-12,130701;-6,7420444;Bawang Putih
1456;pin_4111;250719;193,4600357;41,35105696;116,5424428;-8,371585108;-14,79327;-8,718612;Bawang Putih
1457;pin_4771;221119;188,5567346;44,63510052;116,5420049;-8,371864043;-16,896305;-8,819585;Non Bawang Putih
1458;pin_6334;221119;115,5;125,5;116,5357182;-8,379222359;-13,719575;-8,677111;Non Bawang Putih
1459;pin_8148;221119;106,5;84,5;116,5348089;-8,375612868;-15,12871;-11,394409;Non Bawang Putih
1460;pin_7752;221119;85,5;64,5;116,5328873;-8,373895885;-16,36017;-11,994864;Non Bawang Putih
1461;pin_8139;221119;98,5;84,5;116,534097;-8,375633947;-16,670418;-10,790736;Non Bawang Putih
1462;pin_6627;221119;68,5;65,5;116,5313772;-8,374029277;-3,5070422;8,124785;Non Bawang Putih
1463;pin_4358;221119;197,5567232;33,63509948;116,5427767;-8,370865584;-17,339869;-8,539107;Non Bawang Putih
1464;pin_7642;221119;113,5;49,5;116,5353392;-8,3724929;-15,717264;-9,785295;Non Bawang Putih
1465;pin_2251;250719;177,4903139;18,49879735;116,5409613;-8,369602183;-15,570244;-7,4668164;Bawang Putih
1466;pin_5325;221119;222,8706854;7,19062211;116,5449591;-8,368455573;-8,999145;-3,026574;Non Bawang Putih
1467;pin_501;250719;146,4903364;142,4987983;116,5385311;-8,380671975;-14,474187;-7,4650235;Bawang Putih
1468;pin_7953;221119;92,5;71,5;116,5335287;-8,374497755;-15,435558;-11,145336;Non Bawang Putih
1469;pin_5752;221119;226,8706904;227,1906196;116,5458978;-8,387939595;-2,6865525;-1,2685115;Non Bawang Putih
1470;pin_7822;221119;99,5;66,5;116,5341384;-8,374036237;-13,647088;-10,200395;Non Bawang Putih
1471;pin_3005;250719;232,5;76,5;116,5460096;-8,374596807;-11,477718;-9,446168;Bawang Putih
1472;pin_2509;250719;177,4903142;27,49879725;116,5409851;-8,370399701;-15,292752;-8,201475;Bawang Putih
1473;pin_285;250719;126,490348;135,4987997;116,5367329;-8,380104419;-14,717401;-11,294274;Bawang Putih
1474;pin_7944;221119;84,5;71,5;116,5328168;-8,374518829;-14,959978;-10,941465;Non Bawang Putih
1475;pin_8203;221119;109,5;100,5;116,5351182;-8,377022803;-18,733435;-11,516153;Non Bawang Putih
1476;pin_5489;221119;212,8706988;230,1906205;116,54466;-8,388242408;-6,7395034;1,727664;Non Bawang Putih
1477;pin_2;250719;125,4903451;31,49880085;116,5363687;-8,370891142;-13,897404;-9,219741;Bawang Putih
1478;pin_2284;250719;185,4903092;19,49879678;116,5416758;-8,369669719;-15,704763;-9,6694;Bawang Putih
1479;pin_2774;250719;235,5;62,5;116,5462395;-8,373348335;-14,604308;-9,32265;Bawang Putih
1480;pin_8127;221119;112,5;83,5;116,5353401;-8,375508443;-13,044594;-8,33354;Non Bawang Putih
1481;pin_83;250719;134,490343;126,4987993;116,5374209;-8,379285795;-14,944134;-11,221595;Bawang Putih
1482;pin_8396;221119;109,5;107,5;116,5351367;-8,377643108;-16,431437;-10,091641;Non Bawang Putih
1483;pin_2221;250719;170,490318;17,49879785;116,5403358;-8,369532011;-15,678747;-9,687011;Bawang Putih
1484;pin_4413;221119;172,5567523;26,63510313;116,5405336;-8,370311169;-16,703571;-9,472776;Non Bawang Putih
1485;pin_38;250719;118,4903524;125,4988004;116,5359946;-8,379239366;-14,610987;-8,774933;Bawang Putih
1486;pin_5737;221119;214,8706975;225,1906204;116,5448247;-8,387794066;-9,352939;-1,5092547;Non Bawang Putih
1487;pin_8145;221119;116,5;34,5;116,5355664;-8,371155775;-16,444447;-10,722706;Non Bawang Putih
1488;pin_4501;221119;186,5567359;29,63510111;116,5417873;-8,37054012;-18,135162;-11,872406;Non Bawang Putih
1489;pin_5620;221119;209,8707002;219,1906209;116,5443639;-8,3872756;-13,756101;-4,723506;Non Bawang Putih
1490;pin_4778;221119;195,5567263;44,63509954;116,5426278;-8,371845594;-12,925627;-8,944287;Non Bawang Putih
1491;pin_2856;250719;231,5;80,5;116,5459312;-8,374953891;-11,563824;-7,206813;Bawang Putih
1492;pin_609;250719;136,4903396;59,4987998;116,5374216;-8,373343368;-15,792073;-9,051115;Bawang Putih
1493;pin_4480;221119;189,5567323;28,63510071;116,5420516;-8,370443602;-17,499418;-13,442158;Non Bawang Putih
1494;pin_1397;250719;113,4903529;51,49880148;116,5353538;-8,372695046;-13,837575;-6,9399176;Bawang Putih
1495;pin_4987;221119;175,5567504;51,6351022;116,5408667;-8,372518594;-12,695022;-9,10729;Non Bawang Putih
1496;pin_7747;221119;132,5;52,5;116,5370378;-8,372708691;-15,20437;-8,2921;Non Bawang Putih
1497;pin_1743;250719;112,4903544;80,49880126;116,5353416;-8,375267514;-15,751747;-9,86404;Bawang Putih
1498;pin_7406;221119;65,5;179,5;116,531412;-8,384139426;-6,453275;-0,001053946;Non Bawang Putih
1499;pin_3201;250719;242,5;104,5;116,5469736;-8,377051549;-16,314722;-8,436104;Bawang Putih
1500;pin_332;250719;144,4903374;136,4987985;116,5383373;-8,380145566;-12,865551;-7,43737;Bawang Putih
1501;pin_3230;250719;236,5;101,5;116,5464317;-8,376801544;-13,230034;-8,063709;Bawang Putih
1502;pin_5419;221119;271,8706571;33,1906184;116,5493878;-8,370630304;-11,627879;-3,6790473;Non Bawang Putih
1503;pin_4427;221119;185,5567369;26,63510131;116,5416904;-8,370276916;-14,268693;-10,180587;Non Bawang Putih
1504;pin_1383;250719;125,4903458;50,49880066;116,536419;-8,37257482;-11,843588;-7,847375;Bawang Putih
1505;pin_1388;250719;129,4903434;50,49880038;116,5367749;-8,372564282;-15,020501;-6,2314925;Bawang Putih
1506;pin_2422;250719;190,4903064;24,49879637;116,5421339;-8,370099609;-16,138786;-6,7975345;Bawang Putih
1507;pin_4588;221119;191,5567291;15,63510069;116,5421952;-8,369286366;-14,986012;-8,573632;Non Bawang Putih
1508;pin_2358;250719;170,4903182;22,4987978;116,540349;-8,369975077;-12,505896;-5,536485;Bawang Putih
1509;pin_6364;221119;117,5;126,5;116,5358989;-8,379305701;-13,912996;-8,02199;Non Bawang Putih
1510;pin_3300;250719;248,5;100,5;116,5474968;-8,376681275;-14,252359;-8,60448;Bawang Putih
1511;pin_57;250719;136,4903418;125,4987991;116,5375963;-8,379191908;-12,331924;-11,195322;Bawang Putih
1512;pin_3320;250719;244,5;98,5;116,5471356;-8,376514606;-15,633925;-6,90189;Bawang Putih
1513;pin_3560;250719;245,5;93,5;116,5472114;-8,376068912;-17,355831;-10,076345;Bawang Putih
1514;pin_6651;221119;67,5;68,5;116,5312962;-8,374297759;-8,646047;-2,8671637;Non Bawang Putih
1515;pin_3064;250719;239,5;111,5;116,5467252;-8,377679743;-15,373753;-6,3212533;Bawang Putih
1516;pin_4172;250719;180,4600433;36,35105792;116,5412728;-8,371176302;-18,414225;-9,083176;Bawang Putih
1517;pin_6754;221119;38,5;232,5;116,5291497;-8,388907309;-7,793387;-2,1349974;Non Bawang Putih
1518;pin_5816;221119;203,8707031;198,1906215;116,5437743;-8,385430588;-13,672659;-0,564912;Non Bawang Putih
1519;pin_3490;250719;218,5;94,5;116,5448115;-8,376228741;-13,26259;-7,901695;Bawang Putih
1520;pin_1816;250719;102,4903604;83,49880193;116,5344597;-8,375559709;-16,968199;-8,8584;Bawang Putih
1521;pin_3641;250719;191,460037;43,35105708;116,5422701;-8,371767605;-14,504809;-8,244705;Bawang Putih
1522;pin_8257;221119;108,5;102,5;116,5350345;-8,377202668;-17,655975;-9,901999;Non Bawang Putih
1523;pin_4779;221119;196,5567251;44,6350994;116,5427168;-8,371842958;-12,782936;-9,342106;Non Bawang Putih
1524;pin_4219;221119;171,5567544;40,63510298;116,5404817;-8,37155439;-18,016912;-9,023131;Non Bawang Putih
1525;pin_4491;221119;177,5567466;29,63510237;116,5409865;-8,370563835;-17,687048;-11,612328;Non Bawang Putih
1526;pin_5332;221119;236,870677;4,190621158;116,5461969;-8,368152846;-15,946175;-11,506629;Non Bawang Putih
1527;pin_3676;250719;191,460037;44,35105707;116,5422728;-8,371856217;-14,406052;-8,438742;Bawang Putih
1528;pin_2038;250719;106,4903588;105,4988014;116,5348738;-8,377498701;-12,569387;-7,3369675;Bawang Putih
1529;pin_7436;221119;109,5;45,5;116,5349727;-8,372148977;-14,439799;-6,5068398;Non Bawang Putih
1530;pin_533;250719;118,4903501;57,49880107;116,5358146;-8,373213564;-15,718239;-10,073542;Bawang Putih
1531;pin_2336;250719;185,4903093;21,49879676;116,5416811;-8,369846945;-15,01683;-10,48601;Bawang Putih
1532;pin_7603;221119;128,5;47,5;116,5366686;-8,372276157;-14,162981;-7,533617;Non Bawang Putih
1533;pin_6329;221119;135,5;124,5;116,5374953;-8,379081015;-15,83911;-11,48187;Non Bawang Putih
1534;pin_8035;221119;104,5;80,5;116,5346203;-8,375263677;-16,172947;-9,791133;Non Bawang Putih
1535;pin_2057;250719;123,4903488;105,4988002;116,5363865;-8,377453892;-14,719132;-6,8849406;Bawang Putih
1536;pin_6977;221119;134,5;171,5;116,5375308;-8,38324852;-9,0266695;-0,14019562;Non Bawang Putih
1537;pin_1879;250719;109,4903564;85,49880142;116,5350878;-8,375718494;-15,14034;-11,797376;Bawang Putih
1538;pin_4818;221119;177,5567477;46,63510202;116,5410315;-8,372070258;-13,699115;-8,077861;Non Bawang Putih
1539;pin_1808;250719;95,49036456;83,49880242;116,5338368;-8,375578153;-13,789446;-8,511975;Bawang Putih
1540;pin_7883;221119;103,5;68,5;116,5344996;-8,37420293;-15,047575;-9,121357;Non Bawang Putih
1541;pin_3687;250719;202,4600305;44,3510563;116,5432515;-8,371827225;-11,54443;-7,61375;Bawang Putih
1542;pin_5268;221119;177,8707119;1,190625325;116,5409392;-8,368042452;-16,054752;-8,83338;Non Bawang Putih
1543;pin_6747;221119;131,5;36,5;116,5369065;-8,371293495;-16,086039;-9,90969;Non Bawang Putih
1544;pin_3841;250719;182,4600426;50,35105764;116,5414878;-8,372411614;-15,731757;-7,826229;Bawang Putih
1545;pin_5008;221119;193,5567292;52,63509965;116,542471;-8,372559766;-15,20319;-9,000069;Non Bawang Putih
1546;pin_2759;250719;239,5;60,5;116,5465901;-8,373160565;-14,38908;-8,865569;Bawang Putih
1547;pin_6205;221119;220,8706921;172,1906206;116,5452181;-8,383081799;-8,327985;-2,2375944;Non Bawang Putih
1548;pin_6465;221119;130,5;3,5;116,5367302;-8,368371851;-8,369566;0,16267818;Non Bawang Putih
1549;pin_5287;221119;196,8707006;1,190623994;116,5426298;-8,367992402;-16,38402;-8,404456;Non Bawang Putih
1550;pin_2302;250719;170,4903186;34,49879767;116,5403808;-8,371038438;-12,157531;-9,608026;Bawang Putih
1551;pin_4086;250719;203,4600301;51,35105616;116,543359;-8,372444876;-13,671664;-6,45877;Bawang Putih
1552;pin_4888;221119;189,5567336;48,6351003;116,5421045;-8,372215858;-15,313914;-9,233761;Non Bawang Putih
